0 Branching ratio for H2S       Total        1 branches    
Lambda          Total          SH/H
2160.31         1.87E-18        1.87E-18
2160.80         1.85E-18        1.85E-18
2161.30         1.84E-18        1.84E-18
2161.79         1.84E-18        1.84E-18
2162.29         1.83E-18        1.83E-18
2162.78         1.82E-18        1.82E-18
2163.28         1.81E-18        1.81E-18
2163.78         1.80E-18        1.80E-18
2164.27         1.80E-18        1.80E-18
2164.77         1.78E-18        1.78E-18
2165.26         1.78E-18        1.78E-18
2165.76         1.78E-18        1.78E-18
2166.25         1.76E-18        1.76E-18
2166.75         1.76E-18        1.76E-18
2167.24         1.75E-18        1.75E-18
2167.74         1.74E-18        1.74E-18
2168.24         1.74E-18        1.74E-18
2168.73         1.73E-18        1.73E-18
2169.23         1.72E-18        1.72E-18
2169.72         1.71E-18        1.71E-18
2170.22         1.70E-18        1.70E-18
2170.71         1.69E-18        1.69E-18
2171.21         1.68E-18        1.68E-18
2171.71         1.68E-18        1.68E-18
2172.20         1.67E-18        1.67E-18
2172.70         1.66E-18        1.66E-18
2173.19         1.65E-18        1.65E-18
2173.69         1.65E-18        1.65E-18
2174.18         1.63E-18        1.63E-18
2174.68         1.63E-18        1.63E-18
2175.17         1.62E-18        1.62E-18
2175.67         1.61E-18        1.61E-18
2176.17         1.61E-18        1.61E-18
2176.66         1.60E-18        1.60E-18
2177.16         1.59E-18        1.59E-18
2177.65         1.59E-18        1.59E-18
2178.15         1.58E-18        1.58E-18
2178.64         1.57E-18        1.57E-18
2179.14         1.56E-18        1.56E-18
2179.64         1.56E-18        1.56E-18
2180.13         1.55E-18        1.55E-18
2180.63         1.54E-18        1.54E-18
2181.12         1.54E-18        1.54E-18
2181.62         1.52E-18        1.52E-18
2182.11         1.51E-18        1.51E-18
2182.61         1.51E-18        1.51E-18
2183.10         1.50E-18        1.50E-18
2183.60         1.49E-18        1.49E-18
2184.10         1.49E-18        1.49E-18
2184.59         1.49E-18        1.49E-18
2185.09         1.48E-18        1.48E-18
2185.58         1.47E-18        1.47E-18
2186.08         1.47E-18        1.47E-18
2186.57         1.46E-18        1.46E-18
2187.07         1.45E-18        1.45E-18
2187.56         1.45E-18        1.45E-18
2188.06         1.44E-18        1.44E-18
2188.56         1.43E-18        1.43E-18
2189.05         1.42E-18        1.42E-18
2189.55         1.42E-18        1.42E-18
2190.04         1.41E-18        1.41E-18
2190.54         1.40E-18        1.40E-18
2191.03         1.40E-18        1.40E-18
2191.53         1.39E-18        1.39E-18
2192.03         1.39E-18        1.39E-18
2192.52         1.38E-18        1.38E-18
2193.02         1.37E-18        1.37E-18
2193.51         1.37E-18        1.37E-18
2194.01         1.36E-18        1.36E-18
2194.50         1.35E-18        1.35E-18
2195.00         1.35E-18        1.35E-18
2195.49         1.35E-18        1.35E-18
2195.99         1.34E-18        1.34E-18
2196.49         1.33E-18        1.33E-18
2196.98         1.32E-18        1.32E-18
2197.48         1.31E-18        1.31E-18
2197.97         1.31E-18        1.31E-18
2198.47         1.30E-18        1.30E-18
2198.96         1.29E-18        1.29E-18
2199.46         1.30E-18        1.30E-18
2199.95         1.29E-18        1.29E-18
2200.45         1.28E-18        1.28E-18
2200.95         1.28E-18        1.28E-18
2201.44         1.27E-18        1.27E-18
2201.94         1.26E-18        1.26E-18
2202.43         1.26E-18        1.26E-18
2202.93         1.25E-18        1.25E-18
2203.42         1.24E-18        1.24E-18
2203.92         1.24E-18        1.24E-18
2204.42         1.23E-18        1.23E-18
2204.91         1.22E-18        1.22E-18
2205.41         1.22E-18        1.22E-18
2205.90         1.22E-18        1.22E-18
2206.40         1.21E-18        1.21E-18
2206.89         1.20E-18        1.20E-18
2207.39         1.20E-18        1.20E-18
2207.88         1.19E-18        1.19E-18
2208.38         1.19E-18        1.19E-18
2208.88         1.18E-18        1.18E-18
2209.37         1.17E-18        1.17E-18
2209.87         1.16E-18        1.16E-18
2210.36         1.16E-18        1.16E-18
2210.86         1.16E-18        1.16E-18
2211.35         1.15E-18        1.15E-18
2211.85         1.14E-18        1.14E-18
2212.35         1.14E-18        1.14E-18
2212.84         1.13E-18        1.13E-18
2213.34         1.13E-18        1.13E-18
2213.83         1.12E-18        1.12E-18
2214.33         1.12E-18        1.12E-18
2214.82         1.12E-18        1.12E-18
2215.32         1.11E-18        1.11E-18
2215.81         1.10E-18        1.10E-18
2216.31         1.10E-18        1.10E-18
2216.81         1.09E-18        1.09E-18
2217.30         1.09E-18        1.09E-18
2217.80         1.08E-18        1.08E-18
2218.29         1.08E-18        1.08E-18
2218.79         1.07E-18        1.07E-18
2219.28         1.07E-18        1.07E-18
2219.78         1.06E-18        1.06E-18
2220.27         1.05E-18        1.05E-18
2220.77         1.05E-18        1.05E-18
2221.27         1.05E-18        1.05E-18
2221.76         1.04E-18        1.04E-18
2222.26         1.03E-18        1.03E-18
2222.75         1.03E-18        1.03E-18
2223.25         1.02E-18        1.02E-18
2223.74         1.02E-18        1.02E-18
2224.24         1.01E-18        1.01E-18
2224.74         1.00E-18        1.00E-18
2225.23         9.99E-19        9.99E-19
2225.73         9.95E-19        9.95E-19
2226.22         9.91E-19        9.91E-19
2226.72         9.85E-19        9.85E-19
2227.21         9.79E-19        9.79E-19
2227.71         9.74E-19        9.74E-19
2228.20         9.71E-19        9.71E-19
2228.70         9.65E-19        9.65E-19
2229.20         9.60E-19        9.60E-19
2229.69         9.56E-19        9.56E-19
2230.19         9.52E-19        9.52E-19
2230.68         9.46E-19        9.46E-19
2231.18         9.41E-19        9.41E-19
2231.67         9.37E-19        9.37E-19
2232.17         9.33E-19        9.33E-19
2232.67         9.29E-19        9.29E-19
2233.16         9.24E-19        9.24E-19
2233.66         9.21E-19        9.21E-19
2234.15         9.13E-19        9.13E-19
2234.65         9.11E-19        9.11E-19
2235.14         9.06E-19        9.06E-19
2235.64         9.01E-19        9.01E-19
2236.13         8.95E-19        8.95E-19
2236.63         8.92E-19        8.92E-19
2237.13         8.86E-19        8.86E-19
2237.62         8.81E-19        8.81E-19
2238.12         8.77E-19        8.77E-19
2238.61         8.72E-19        8.72E-19
2239.11         8.69E-19        8.69E-19
2239.60         8.65E-19        8.65E-19
2240.10         8.64E-19        8.64E-19
2240.59         8.56E-19        8.56E-19
2241.09         8.51E-19        8.51E-19
2241.59         8.47E-19        8.47E-19
2242.08         8.42E-19        8.42E-19
2242.58         8.37E-19        8.37E-19
2243.07         8.33E-19        8.33E-19
2243.57         8.30E-19        8.30E-19
2244.06         8.23E-19        8.23E-19
2244.56         8.20E-19        8.20E-19
2245.06         8.17E-19        8.17E-19
2245.55         8.13E-19        8.13E-19
2246.05         8.09E-19        8.09E-19
2246.54         8.03E-19        8.03E-19
2247.04         7.98E-19        7.98E-19
2247.53         7.95E-19        7.95E-19
2248.03         7.91E-19        7.91E-19
2248.52         7.88E-19        7.88E-19
2249.02         7.84E-19        7.84E-19
2249.52         7.79E-19        7.79E-19
2250.01         7.76E-19        7.76E-19
2250.51         7.72E-19        7.72E-19
2251.00         7.66E-19        7.66E-19
2251.50         7.62E-19        7.62E-19
2251.99         7.57E-19        7.57E-19
2252.49         7.55E-19        7.55E-19
2252.98         7.51E-19        7.51E-19
2253.48         7.45E-19        7.45E-19
2253.98         7.41E-19        7.41E-19
2254.47         7.39E-19        7.39E-19
2254.97         7.34E-19        7.34E-19
2255.46         7.29E-19        7.29E-19
2255.96         7.26E-19        7.26E-19
2256.45         7.22E-19        7.22E-19
2256.95         7.18E-19        7.18E-19
2257.45         7.14E-19        7.14E-19
2257.94         7.11E-19        7.11E-19
2258.44         7.05E-19        7.05E-19
2258.93         7.04E-19        7.04E-19
2259.43         7.00E-19        7.00E-19
2259.92         6.98E-19        6.98E-19
2260.42         6.92E-19        6.92E-19
2260.91         6.87E-19        6.87E-19
2261.41         6.85E-19        6.85E-19
2261.91         6.80E-19        6.80E-19
2262.40         6.78E-19        6.78E-19
2262.90         6.74E-19        6.74E-19
2263.39         6.69E-19        6.69E-19
2263.89         6.66E-19        6.66E-19
2264.38         6.62E-19        6.62E-19
2264.88         6.57E-19        6.57E-19
2265.38         6.53E-19        6.53E-19
2265.87         6.52E-19        6.52E-19
2266.37         6.48E-19        6.48E-19
2266.86         6.43E-19        6.43E-19
2267.36         6.38E-19        6.38E-19
2267.85         6.38E-19        6.38E-19
2268.35         6.32E-19        6.32E-19
2268.84         6.30E-19        6.30E-19
2269.34         6.25E-19        6.25E-19
2269.84         6.23E-19        6.23E-19
2270.33         6.19E-19        6.19E-19
2270.83         6.15E-19        6.15E-19
2271.32         6.10E-19        6.10E-19
2271.82         6.08E-19        6.08E-19
2272.31         6.02E-19        6.02E-19
2272.81         6.00E-19        6.00E-19
2273.30         5.97E-19        5.97E-19
2273.80         5.94E-19        5.94E-19
2274.30         5.88E-19        5.88E-19
2274.79         5.85E-19        5.85E-19
2275.29         5.82E-19        5.82E-19
2275.78         5.79E-19        5.79E-19
2276.28         5.76E-19        5.76E-19
2276.77         5.72E-19        5.72E-19
2277.27         5.69E-19        5.69E-19
2277.77         5.66E-19        5.66E-19
2278.26         5.64E-19        5.64E-19
2278.76         5.60E-19        5.60E-19
2279.25         5.57E-19        5.57E-19
2279.75         5.55E-19        5.55E-19
2280.24         5.51E-19        5.51E-19
2280.74         5.47E-19        5.47E-19
2281.23         5.44E-19        5.44E-19
2281.73         5.41E-19        5.41E-19
2282.23         5.40E-19        5.40E-19
2282.72         5.36E-19        5.36E-19
2283.22         5.33E-19        5.33E-19
2283.71         5.30E-19        5.30E-19
2284.21         5.26E-19        5.26E-19
2284.70         5.23E-19        5.23E-19
2285.20         5.22E-19        5.22E-19
2285.69         5.18E-19        5.18E-19
2286.19         5.14E-19        5.14E-19
2286.69         5.11E-19        5.11E-19
2287.18         5.09E-19        5.09E-19
2287.68         5.05E-19        5.05E-19
2288.17         5.02E-19        5.02E-19
2288.67         4.98E-19        4.98E-19
2289.16         4.96E-19        4.96E-19
2289.66         4.93E-19        4.93E-19
2290.16         4.90E-19        4.90E-19
2290.65         4.87E-19        4.87E-19
2291.15         4.85E-19        4.85E-19
2291.64         4.82E-19        4.82E-19
2292.14         4.79E-19        4.79E-19
2292.63         4.77E-19        4.77E-19
2293.13         4.72E-19        4.72E-19
2293.62         4.71E-19        4.71E-19
2294.12         4.67E-19        4.67E-19
2294.62         4.63E-19        4.63E-19
2295.11         4.62E-19        4.62E-19
2295.61         4.61E-19        4.61E-19
2296.10         4.57E-19        4.57E-19
2296.60         4.55E-19        4.55E-19
2297.09         4.51E-19        4.51E-19
2297.59         4.48E-19        4.48E-19
2298.09         4.44E-19        4.44E-19
2298.58         4.43E-19        4.43E-19
2299.08         4.39E-19        4.39E-19
2299.57         4.37E-19        4.37E-19
2300.07         4.33E-19        4.33E-19
2300.56         4.30E-19        4.30E-19
2301.06         4.28E-19        4.28E-19
2301.55         4.25E-19        4.25E-19
2302.05         4.22E-19        4.22E-19
2302.55         4.17E-19        4.17E-19
2303.04         4.18E-19        4.18E-19
2303.54         4.14E-19        4.14E-19
2304.03         4.12E-19        4.12E-19
2304.53         4.09E-19        4.09E-19
2305.02         4.06E-19        4.06E-19
2305.52         4.05E-19        4.05E-19
2306.01         3.99E-19        3.99E-19
2306.51         3.98E-19        3.98E-19
2307.01         3.95E-19        3.95E-19
2307.50         3.93E-19        3.93E-19
2308.00         3.88E-19        3.88E-19
2308.49         3.87E-19        3.87E-19
2308.99         3.85E-19        3.85E-19
2309.48         3.83E-19        3.83E-19
2309.98         3.81E-19        3.81E-19
2310.48         3.78E-19        3.78E-19
2310.97         3.76E-19        3.76E-19
2311.47         3.74E-19        3.74E-19
2311.96         3.72E-19        3.72E-19
2312.46         3.68E-19        3.68E-19
2312.95         3.65E-19        3.65E-19
2313.45         3.63E-19        3.63E-19
2313.94         3.61E-19        3.61E-19
2314.44         3.59E-19        3.59E-19
2314.94         3.55E-19        3.55E-19
2315.43         3.53E-19        3.53E-19
2315.93         3.51E-19        3.51E-19
2316.42         3.48E-19        3.48E-19
2316.92         3.47E-19        3.47E-19
2317.41         3.43E-19        3.43E-19
2317.91         3.42E-19        3.42E-19
2318.41         3.40E-19        3.40E-19
2318.90         3.38E-19        3.38E-19
2319.40         3.36E-19        3.36E-19
2319.89         3.34E-19        3.34E-19
2320.39         3.31E-19        3.31E-19
2320.88         3.29E-19        3.29E-19
2321.38         3.28E-19        3.28E-19
2321.87         3.26E-19        3.26E-19
2322.37         3.23E-19        3.23E-19
2322.87         3.21E-19        3.21E-19
2323.36         3.19E-19        3.19E-19
2323.86         3.17E-19        3.17E-19
2324.35         3.15E-19        3.15E-19
2324.85         3.13E-19        3.13E-19
2325.34         3.11E-19        3.11E-19
2325.84         3.08E-19        3.08E-19
2326.33         3.07E-19        3.07E-19
2326.83         3.05E-19        3.05E-19
2327.33         3.02E-19        3.02E-19
2327.82         3.00E-19        3.00E-19
2328.32         2.99E-19        2.99E-19
2328.81         2.97E-19        2.97E-19
2329.31         2.95E-19        2.95E-19
2329.80         2.93E-19        2.93E-19
2330.30         2.91E-19        2.91E-19
2330.80         2.89E-19        2.89E-19
2331.29         2.87E-19        2.87E-19
2331.79         2.86E-19        2.86E-19
2332.28         2.84E-19        2.84E-19
2332.78         2.82E-19        2.82E-19
2333.27         2.80E-19        2.80E-19
2333.77         2.78E-19        2.78E-19
2334.26         2.76E-19        2.76E-19
2334.76         2.74E-19        2.74E-19
2335.26         2.72E-19        2.72E-19
2335.75         2.71E-19        2.71E-19
2336.25         2.69E-19        2.69E-19
2336.74         2.67E-19        2.67E-19
2337.24         2.65E-19        2.65E-19
2337.73         2.63E-19        2.63E-19
2338.23         2.62E-19        2.62E-19
2338.72         2.60E-19        2.60E-19
2339.22         2.58E-19        2.58E-19
2339.72         2.56E-19        2.56E-19
2340.21         2.55E-19        2.55E-19
2340.71         2.53E-19        2.53E-19
2341.20         2.51E-19        2.51E-19
2341.70         2.50E-19        2.50E-19
2342.19         2.48E-19        2.48E-19
2342.69         2.47E-19        2.47E-19
