0 Branching ratio for SO2       Total        1 branches    
Lambda          Total           SO/O
3450.87         1.38E-23        0.00E+00
3451.36         2.86E-23        0.00E+00
3451.86         3.38E-23        0.00E+00
3452.35         2.38E-23        0.00E+00
3452.85         1.48E-23        0.00E+00
3453.35         9.37E-24        0.00E+00
3453.84         4.04E-24        0.00E+00
3454.34         2.81E-24        0.00E+00
3454.83         1.58E-24        0.00E+00
3455.33         1.96E-23        0.00E+00
3455.82         4.16E-23        0.00E+00
3456.32         5.08E-23        0.00E+00
3456.81         5.27E-23        0.00E+00
3457.31         4.36E-23        0.00E+00
3457.81         2.12E-23        0.00E+00
3458.30         8.17E-24        0.00E+00
3458.80         2.06E-23        0.00E+00
3459.29         3.36E-23        0.00E+00
3459.79         5.19E-23        0.00E+00
3460.28         7.02E-23        0.00E+00
3460.78         5.19E-23        0.00E+00
3461.28         2.92E-23        0.00E+00
3461.77         2.60E-23        0.00E+00
3462.27         3.07E-23        0.00E+00
3462.76         2.95E-23        0.00E+00
3463.26         2.32E-23        0.00E+00
3463.75         1.92E-23        0.00E+00
3464.25         1.98E-23        0.00E+00
3464.74         2.29E-23        0.00E+00
3465.24         3.94E-23        0.00E+00
3465.74         5.60E-23        0.00E+00
3466.23         6.30E-23        0.00E+00
3466.73         6.97E-23        0.00E+00
3467.22         6.81E-23        0.00E+00
3467.72         6.43E-23        0.00E+00
3468.21         6.83E-23        0.00E+00
3468.71         7.74E-23        0.00E+00
3469.20         8.14E-23        0.00E+00
3469.70         7.85E-23        0.00E+00
3470.20         8.22E-23        0.00E+00
3470.69         1.07E-22        0.00E+00
3471.19         1.28E-22        0.00E+00
3471.68         1.05E-22        0.00E+00
3472.18         8.19E-23        0.00E+00
3472.67         7.04E-23        0.00E+00
3473.17         6.05E-23        0.00E+00
3473.67         7.52E-23        0.00E+00
3474.16         1.01E-22        0.00E+00
3474.66         9.69E-23        0.00E+00
3475.15         6.59E-23        0.00E+00
3475.65         4.22E-23        0.00E+00
3476.14         3.31E-23        0.00E+00
3476.64         2.75E-23        0.00E+00
3477.13         4.09E-23        0.00E+00
3477.63         5.43E-23        0.00E+00
3478.13         4.61E-23        0.00E+00
3478.62         3.73E-23        0.00E+00
3479.12         3.28E-23        0.00E+00
3479.61         2.94E-23        0.00E+00
3480.11         2.75E-23        0.00E+00
3480.60         2.65E-23        0.00E+00
3481.10         2.41E-23        0.00E+00
3481.59         2.01E-23        0.00E+00
3482.09         1.59E-23        0.00E+00
3482.59         1.12E-23        0.00E+00
3483.08         8.52E-24        0.00E+00
3483.58         3.00E-23        0.00E+00
3484.07         5.14E-23        0.00E+00
3484.57         6.68E-23        0.00E+00
3485.06         8.15E-23        0.00E+00
3485.56         6.01E-23        0.00E+00
3486.06         2.45E-23        0.00E+00
3486.55         1.74E-23        0.00E+00
3487.05         3.45E-23        0.00E+00
3487.54         4.58E-23        0.00E+00
3488.04         4.66E-23        0.00E+00
3488.53         4.67E-23        0.00E+00
3489.03         4.33E-23        0.00E+00
3489.52         4.00E-23        0.00E+00
3490.02         4.62E-23        0.00E+00
3490.52         5.24E-23        0.00E+00
3491.01         7.66E-23        0.00E+00
3491.51         1.04E-22        0.00E+00
3492.00         1.01E-22        0.00E+00
3492.50         8.19E-23        0.00E+00
3492.99         8.13E-23        0.00E+00
3493.49         1.01E-22        0.00E+00
3493.99         1.12E-22        0.00E+00
3494.48         1.03E-22        0.00E+00
3494.98         9.54E-23        0.00E+00
3495.47         9.98E-23        0.00E+00
3495.97         1.04E-22        0.00E+00
3496.46         9.11E-23        0.00E+00
3496.96         7.71E-23        0.00E+00
3497.45         5.45E-23        0.00E+00
3497.95         2.93E-23        0.00E+00
3498.45         1.58E-23        0.00E+00
3498.94         9.94E-24        0.00E+00
3499.44         1.27E-23        0.00E+00
3499.93         2.69E-23        0.00E+00
3500.43         4.23E-23        0.00E+00
3500.92         6.15E-23        0.00E+00
3501.42         8.13E-23        0.00E+00
3501.91         1.07E-22        0.00E+00
3502.41         1.34E-22        0.00E+00
3502.91         1.05E-22        0.00E+00
3503.40         7.00E-23        0.00E+00
3503.90         5.76E-23        0.00E+00
3504.39         5.34E-23        0.00E+00
3504.89         4.95E-23        0.00E+00
3505.38         4.58E-23        0.00E+00
3505.88         5.24E-23        0.00E+00
3506.38         7.55E-23        0.00E+00
3506.87         9.24E-23        0.00E+00
3507.37         8.63E-23        0.00E+00
3507.86         8.00E-23        0.00E+00
3508.36         6.66E-23        0.00E+00
3508.85         5.32E-23        0.00E+00
3509.35         6.27E-23        0.00E+00
3509.84         7.56E-23        0.00E+00
3510.34         7.56E-23        0.00E+00
3510.84         6.98E-23        0.00E+00
3511.33         6.73E-23        0.00E+00
3511.83         6.78E-23        0.00E+00
3512.32         6.49E-23        0.00E+00
3512.82         5.59E-23        0.00E+00
3513.31         4.83E-23        0.00E+00
3513.81         4.64E-23        0.00E+00
3514.31         4.46E-23        0.00E+00
3514.80         4.19E-23        0.00E+00
3515.30         3.93E-23        0.00E+00
3515.79         2.94E-23        0.00E+00
3516.29         1.82E-23        0.00E+00
3516.78         1.46E-23        0.00E+00
3517.28         1.46E-23        0.00E+00
3517.77         1.92E-23        0.00E+00
3518.27         2.85E-23        0.00E+00
3518.77         3.72E-23        0.00E+00
3519.26         4.48E-23        0.00E+00
3519.76         4.90E-23        0.00E+00
3520.25         3.55E-23        0.00E+00
3520.75         2.19E-23        0.00E+00
3521.24         2.65E-23        0.00E+00
3521.74         3.13E-23        0.00E+00
3522.23         4.44E-23        0.00E+00
3522.73         5.92E-23        0.00E+00
3523.23         4.91E-23        0.00E+00
3523.72         2.59E-23        0.00E+00
3524.22         2.82E-23        0.00E+00
3524.71         5.73E-23        0.00E+00
3525.21         8.29E-23        0.00E+00
3525.70         1.01E-22        0.00E+00
3526.20         1.16E-22        0.00E+00
3526.70         1.08E-22        0.00E+00
3527.19         1.01E-22        0.00E+00
3527.69         1.05E-22        0.00E+00
3528.18         1.10E-22        0.00E+00
3528.68         1.31E-22        0.00E+00
3529.17         1.57E-22        0.00E+00
3529.67         1.73E-22        0.00E+00
3530.16         1.85E-22        0.00E+00
3530.66         2.01E-22        0.00E+00
3531.16         2.22E-22        0.00E+00
3531.65         2.40E-22        0.00E+00
3532.15         2.52E-22        0.00E+00
3532.64         2.63E-22        0.00E+00
3533.14         2.61E-22        0.00E+00
3533.63         2.60E-22        0.00E+00
3534.13         2.57E-22        0.00E+00
3534.62         2.55E-22        0.00E+00
3535.12         2.40E-22        0.00E+00
3535.62         2.22E-22        0.00E+00
3536.11         1.91E-22        0.00E+00
3536.61         1.54E-22        0.00E+00
3537.10         1.32E-22        0.00E+00
3537.60         1.29E-22        0.00E+00
3538.09         1.23E-22        0.00E+00
3538.59         1.11E-22        0.00E+00
3539.09         9.78E-23        0.00E+00
3539.58         8.45E-23        0.00E+00
3540.08         7.12E-23        0.00E+00
3540.57         6.60E-23        0.00E+00
3541.07         6.10E-23        0.00E+00
3541.56         5.56E-23        0.00E+00
3542.06         5.02E-23        0.00E+00
3542.55         4.38E-23        0.00E+00
3543.05         3.69E-23        0.00E+00
3543.55         3.58E-23        0.00E+00
3544.04         4.06E-23        0.00E+00
3544.54         4.08E-23        0.00E+00
3545.03         3.15E-23        0.00E+00
3545.53         2.29E-23        0.00E+00
3546.02         1.74E-23        0.00E+00
3546.52         1.19E-23        0.00E+00
3547.02         7.08E-24        0.00E+00
3547.51         2.31E-24        0.00E+00
3548.01         1.81E-23        0.00E+00
3548.50         3.79E-23        0.00E+00
3549.00         4.44E-23        0.00E+00
3549.49         4.47E-23        0.00E+00
3549.99         3.75E-23        0.00E+00
3550.48         2.32E-23        0.00E+00
3550.98         1.34E-23        0.00E+00
3551.48         1.17E-23        0.00E+00
3551.97         1.08E-23        0.00E+00
3552.47         1.32E-23        0.00E+00
3552.96         1.54E-23        0.00E+00
3553.46         1.69E-23        0.00E+00
3553.95         1.84E-23        0.00E+00
3554.45         1.49E-23        0.00E+00
3554.94         1.07E-23        0.00E+00
3555.44         8.18E-24        0.00E+00
3555.94         6.35E-24        0.00E+00
3556.43         5.61E-24        0.00E+00
3556.93         5.79E-24        0.00E+00
3557.42         1.34E-23        0.00E+00
3557.92         3.32E-23        0.00E+00
3558.41         4.72E-23        0.00E+00
3558.91         4.04E-23        0.00E+00
3559.41         3.35E-23        0.00E+00
3559.90         2.59E-23        0.00E+00
3560.40         1.82E-23        0.00E+00
3560.89         2.09E-23        0.00E+00
3561.39         2.49E-23        0.00E+00
3561.88         2.66E-23        0.00E+00
3562.38         2.74E-23        0.00E+00
3562.87         2.20E-23        0.00E+00
3563.37         1.19E-23        0.00E+00
3563.87         1.13E-23        0.00E+00
3564.36         2.42E-23        0.00E+00
3564.86         3.14E-23        0.00E+00
3565.35         2.22E-23        0.00E+00
3565.85         1.40E-23        0.00E+00
3566.34         1.65E-23        0.00E+00
3566.84         1.91E-23        0.00E+00
3567.33         2.63E-23        0.00E+00
3567.83         3.38E-23        0.00E+00
3568.33         3.63E-23        0.00E+00
3568.82         3.73E-23        0.00E+00
3569.32         3.43E-23        0.00E+00
3569.81         2.90E-23        0.00E+00
3570.31         3.20E-23        0.00E+00
3570.80         4.53E-23        0.00E+00
3571.30         5.66E-23        0.00E+00
3571.80         6.32E-23        0.00E+00
3572.29         7.01E-23        0.00E+00
3572.79         7.84E-23        0.00E+00
3573.28         8.68E-23        0.00E+00
3573.78         9.94E-23        0.00E+00
3574.27         1.12E-22        0.00E+00
3574.77         1.12E-22        0.00E+00
3575.26         1.09E-22        0.00E+00
3575.76         1.19E-22        0.00E+00
3576.26         1.35E-22        0.00E+00
3576.75         1.51E-22        0.00E+00
3577.25         1.67E-22        0.00E+00
3577.74         1.78E-22        0.00E+00
3578.24         1.82E-22        0.00E+00
3578.73         1.94E-22        0.00E+00
3579.23         2.40E-22        0.00E+00
3579.73         2.85E-22        0.00E+00
3580.22         2.73E-22        0.00E+00
3580.72         2.61E-22        0.00E+00
3581.21         2.41E-22        0.00E+00
3581.71         2.21E-22        0.00E+00
3582.20         2.06E-22        0.00E+00
3582.70         1.94E-22        0.00E+00
3583.19         1.82E-22        0.00E+00
3583.69         1.72E-22        0.00E+00
3584.19         1.66E-22        0.00E+00
3584.68         1.66E-22        0.00E+00
3585.18         1.66E-22        0.00E+00
3585.67         1.62E-22        0.00E+00
3586.17         1.57E-22        0.00E+00
3586.66         1.42E-22        0.00E+00
3587.16         1.27E-22        0.00E+00
3587.65         1.37E-22        0.00E+00
3588.15         1.50E-22        0.00E+00
3588.65         1.64E-22        0.00E+00
3589.14         1.80E-22        0.00E+00
3589.64         1.83E-22        0.00E+00
3590.13         1.78E-22        0.00E+00
3590.63         1.85E-22        0.00E+00
3591.12         2.05E-22        0.00E+00
3591.62         2.19E-22        0.00E+00
3592.12         2.16E-22        0.00E+00
3592.61         2.14E-22        0.00E+00
3593.11         2.22E-22        0.00E+00
3593.60         2.30E-22        0.00E+00
3594.10         2.52E-22        0.00E+00
3594.59         2.75E-22        0.00E+00
3595.09         2.62E-22        0.00E+00
3595.58         2.42E-22        0.00E+00
3596.08         2.32E-22        0.00E+00
3596.58         2.25E-22        0.00E+00
3597.07         2.11E-22        0.00E+00
3597.57         1.90E-22        0.00E+00
3598.06         1.82E-22        0.00E+00
3598.56         1.93E-22        0.00E+00
3599.05         1.94E-22        0.00E+00
3599.55         1.62E-22        0.00E+00
3600.05         1.32E-22        0.00E+00
3600.54         1.20E-22        0.00E+00
3601.04         1.08E-22        0.00E+00
3601.53         9.75E-23        0.00E+00
3602.03         8.73E-23        0.00E+00
3602.52         7.56E-23        0.00E+00
3603.02         6.33E-23        0.00E+00
3603.51         5.53E-23        0.00E+00
3604.01         4.98E-23        0.00E+00
3604.51         5.34E-23        0.00E+00
3605.00         6.76E-23        0.00E+00
3605.50         8.49E-23        0.00E+00
3605.99         1.09E-22        0.00E+00
3606.49         1.28E-22        0.00E+00
3606.98         1.11E-22        0.00E+00
3607.48         9.36E-23        0.00E+00
3607.97         6.98E-23        0.00E+00
3608.47         4.59E-23        0.00E+00
3608.97         4.99E-23        0.00E+00
3609.46         5.91E-23        0.00E+00
3609.96         4.56E-23        0.00E+00
3610.45         2.19E-23        0.00E+00
3610.95         1.60E-23        0.00E+00
3611.44         2.51E-23        0.00E+00
3611.94         3.68E-23        0.00E+00
3612.44         5.23E-23        0.00E+00
3612.93         6.15E-23        0.00E+00
3613.43         4.99E-23        0.00E+00
3613.92         3.94E-23        0.00E+00
3614.42         4.10E-23        0.00E+00
3614.91         4.27E-23        0.00E+00
3615.41         6.27E-23        0.00E+00
3615.90         8.41E-23        0.00E+00
3616.40         8.54E-23        0.00E+00
3616.90         8.07E-23        0.00E+00
3617.39         7.51E-23        0.00E+00
3617.89         6.89E-23        0.00E+00
3618.38         6.01E-23        0.00E+00
3618.88         4.84E-23        0.00E+00
3619.37         4.34E-23        0.00E+00
3619.87         5.29E-23        0.00E+00
3620.36         6.56E-23        0.00E+00
3620.86         9.45E-23        0.00E+00
3621.36         1.23E-22        0.00E+00
3621.85         1.15E-22        0.00E+00
3622.35         1.07E-22        0.00E+00
3622.84         1.12E-22        0.00E+00
3623.34         1.19E-22        0.00E+00
3623.83         1.24E-22        0.00E+00
3624.33         1.27E-22        0.00E+00
3624.83         1.30E-22        0.00E+00
3625.32         1.34E-22        0.00E+00
3625.82         1.33E-22        0.00E+00
3626.31         1.27E-22        0.00E+00
3626.81         1.30E-22        0.00E+00
3627.30         1.59E-22        0.00E+00
3627.80         1.86E-22        0.00E+00
3628.29         1.90E-22        0.00E+00
3628.79         1.94E-22        0.00E+00
3629.29         2.12E-22        0.00E+00
3629.78         2.31E-22        0.00E+00
3630.28         2.43E-22        0.00E+00
3630.77         2.54E-22        0.00E+00
3631.27         2.57E-22        0.00E+00
3631.76         2.55E-22        0.00E+00
3632.26         2.77E-22        0.00E+00
3632.76         3.22E-22        0.00E+00
3633.25         3.45E-22        0.00E+00
3633.75         3.29E-22        0.00E+00
3634.24         3.11E-22        0.00E+00
3634.74         2.87E-22        0.00E+00
3635.23         2.65E-22        0.00E+00
3635.73         2.90E-22        0.00E+00
3636.22         3.15E-22        0.00E+00
3636.72         3.02E-22        0.00E+00
3637.22         2.84E-22        0.00E+00
3637.71         2.53E-22        0.00E+00
3638.21         2.17E-22        0.00E+00
3638.70         1.96E-22        0.00E+00
3639.20         1.85E-22        0.00E+00
3639.69         1.77E-22        0.00E+00
3640.19         1.73E-22        0.00E+00
3640.68         1.64E-22        0.00E+00
3641.18         1.40E-22        0.00E+00
3641.68         1.18E-22        0.00E+00
3642.17         1.00E-22        0.00E+00
3642.67         8.31E-23        0.00E+00
3643.16         8.71E-23        0.00E+00
3643.66         9.11E-23        0.00E+00
3644.15         8.56E-23        0.00E+00
3644.65         7.85E-23        0.00E+00
3645.15         7.64E-23        0.00E+00
3645.64         7.63E-23        0.00E+00
3646.14         8.13E-23        0.00E+00
3646.63         9.03E-23        0.00E+00
3647.13         9.32E-23        0.00E+00
3647.62         8.75E-23        0.00E+00
3648.12         8.35E-23        0.00E+00
3648.61         8.37E-23        0.00E+00
3649.11         8.41E-23        0.00E+00
3649.61         8.64E-23        0.00E+00
3650.10         8.87E-23        0.00E+00
3650.60         1.17E-22        0.00E+00
3651.09         1.46E-22        0.00E+00
3651.59         1.66E-22        0.00E+00
3652.08         1.83E-22        0.00E+00
3652.58         1.98E-22        0.00E+00
3653.08         2.12E-22        0.00E+00
3653.57         2.13E-22        0.00E+00
3654.07         2.02E-22        0.00E+00
3654.56         1.93E-22        0.00E+00
3655.06         1.87E-22        0.00E+00
3655.55         1.83E-22        0.00E+00
3656.05         1.86E-22        0.00E+00
3656.54         1.91E-22        0.00E+00
3657.04         2.19E-22        0.00E+00
3657.54         2.48E-22        0.00E+00
3658.03         2.45E-22        0.00E+00
3658.53         2.39E-22        0.00E+00
3659.02         2.10E-22        0.00E+00
3659.52         1.75E-22        0.00E+00
3660.01         1.67E-22        0.00E+00
3660.51         1.76E-22        0.00E+00
3661.00         1.79E-22        0.00E+00
3661.50         1.77E-22        0.00E+00
3662.00         1.71E-22        0.00E+00
3662.49         1.58E-22        0.00E+00
3662.99         1.41E-22        0.00E+00
3663.48         1.12E-22        0.00E+00
3663.98         8.46E-23        0.00E+00
3664.47         9.70E-23        0.00E+00
3664.97         1.09E-22        0.00E+00
3665.47         1.01E-22        0.00E+00
3665.96         8.98E-23        0.00E+00
3666.46         7.27E-23        0.00E+00
3666.95         5.34E-23        0.00E+00
3667.45         5.65E-23        0.00E+00
3667.94         7.46E-23        0.00E+00
3668.44         9.04E-23        0.00E+00
3668.93         1.04E-22        0.00E+00
3669.43         1.12E-22        0.00E+00
3669.93         1.09E-22        0.00E+00
3670.42         1.03E-22        0.00E+00
3670.92         7.66E-23        0.00E+00
3671.41         5.04E-23        0.00E+00
3671.91         5.01E-23        0.00E+00
3672.40         4.99E-23        0.00E+00
3672.90         5.25E-23        0.00E+00
3673.39         5.54E-23        0.00E+00
3673.89         6.41E-23        0.00E+00
3674.39         7.51E-23        0.00E+00
3674.88         7.31E-23        0.00E+00
3675.38         6.16E-23        0.00E+00
3675.87         5.67E-23        0.00E+00
3676.37         6.08E-23        0.00E+00
3676.86         6.45E-23        0.00E+00
3677.36         6.74E-23        0.00E+00
3677.86         7.12E-23        0.00E+00
3678.35         8.05E-23        0.00E+00
3678.85         8.98E-23        0.00E+00
3679.34         8.16E-23        0.00E+00
3679.84         7.30E-23        0.00E+00
3680.33         8.23E-23        0.00E+00
3680.83         9.50E-23        0.00E+00
3681.32         9.90E-23        0.00E+00
3681.82         9.91E-23        0.00E+00
3682.32         9.99E-23        0.00E+00
3682.81         1.01E-22        0.00E+00
3683.31         9.49E-23        0.00E+00
3683.80         7.70E-23        0.00E+00
3684.30         6.78E-23        0.00E+00
3684.79         8.43E-23        0.00E+00
3685.29         9.98E-23        0.00E+00
3685.79         1.06E-22        0.00E+00
3686.28         1.13E-22        0.00E+00
3686.78         1.09E-22        0.00E+00
3687.27         1.04E-22        0.00E+00
3687.77         1.13E-22        0.00E+00
3688.26         1.26E-22        0.00E+00
3688.76         1.36E-22        0.00E+00
3689.25         1.46E-22        0.00E+00
3689.75         1.63E-22        0.00E+00
3690.25         1.87E-22        0.00E+00
3690.74         1.95E-22        0.00E+00
3691.24         1.75E-22        0.00E+00
3691.73         1.56E-22        0.00E+00
3692.23         1.38E-22        0.00E+00
3692.72         1.24E-22        0.00E+00
3693.22         1.48E-22        0.00E+00
3693.71         1.72E-22        0.00E+00
3694.21         1.90E-22        0.00E+00
3694.71         2.08E-22        0.00E+00
3695.20         2.22E-22        0.00E+00
3695.70         2.34E-22        0.00E+00
3696.19         2.48E-22        0.00E+00
3696.69         2.63E-22        0.00E+00
3697.18         2.80E-22        0.00E+00
3697.68         2.99E-22        0.00E+00
3698.18         3.17E-22        0.00E+00
3698.67         3.31E-22        0.00E+00
3699.17         3.47E-22        0.00E+00
3699.66         3.73E-22        0.00E+00
3700.16         4.01E-22        0.00E+00
3700.65         4.66E-22        0.00E+00
3701.15         5.31E-22        0.00E+00
3701.64         5.74E-22        0.00E+00
3702.14         6.15E-22        0.00E+00
3702.64         5.99E-22        0.00E+00
3703.13         5.67E-22        0.00E+00
3703.63         5.25E-22        0.00E+00
3704.12         4.77E-22        0.00E+00
3704.62         4.49E-22        0.00E+00
3705.11         4.43E-22        0.00E+00
3705.61         4.25E-22        0.00E+00
3706.10         3.81E-22        0.00E+00
3706.60         3.39E-22        0.00E+00
3707.10         3.04E-22        0.00E+00
3707.59         2.69E-22        0.00E+00
3708.09         2.32E-22        0.00E+00
3708.58         1.95E-22        0.00E+00
3709.08         1.77E-22        0.00E+00
3709.57         1.61E-22        0.00E+00
3710.07         1.47E-22        0.00E+00
3710.57         1.34E-22        0.00E+00
3711.06         1.37E-22        0.00E+00
3711.56         1.51E-22        0.00E+00
3712.05         1.60E-22        0.00E+00
3712.55         1.64E-22        0.00E+00
3713.04         1.66E-22        0.00E+00
3713.54         1.64E-22        0.00E+00
3714.03         1.68E-22        0.00E+00
3714.53         1.95E-22        0.00E+00
3715.03         2.19E-22        0.00E+00
3715.52         1.69E-22        0.00E+00
3716.02         1.19E-22        0.00E+00
3716.51         9.47E-23        0.00E+00
3717.01         7.39E-23        0.00E+00
3717.50         7.85E-23        0.00E+00
3718.00         9.20E-23        0.00E+00
3718.50         1.00E-22        0.00E+00
3718.99         1.04E-22        0.00E+00
3719.49         1.06E-22        0.00E+00
3719.98         1.04E-22        0.00E+00
3720.48         1.01E-22        0.00E+00
3720.97         9.66E-23        0.00E+00
3721.47         9.17E-23        0.00E+00
3721.96         8.57E-23        0.00E+00
3722.46         8.00E-23        0.00E+00
3722.96         9.59E-23        0.00E+00
3723.45         1.12E-22        0.00E+00
3723.95         1.19E-22        0.00E+00
3724.44         1.24E-22        0.00E+00
3724.94         1.30E-22        0.00E+00
3725.43         1.37E-22        0.00E+00
3725.93         1.27E-22        0.00E+00
3726.42         1.04E-22        0.00E+00
3726.92         9.91E-23        0.00E+00
3727.42         1.16E-22        0.00E+00
3727.91         1.26E-22        0.00E+00
3728.41         1.17E-22        0.00E+00
3728.90         1.11E-22        0.00E+00
3729.40         1.24E-22        0.00E+00
3729.89         1.36E-22        0.00E+00
3730.39         1.38E-22        0.00E+00
3730.89         1.41E-22        0.00E+00
3731.38         1.34E-22        0.00E+00
3731.88         1.26E-22        0.00E+00
3732.37         1.27E-22        0.00E+00
3732.87         1.31E-22        0.00E+00
3733.36         1.34E-22        0.00E+00
3733.86         1.35E-22        0.00E+00
3734.35         1.31E-22        0.00E+00
3734.85         1.20E-22        0.00E+00
3735.35         1.10E-22        0.00E+00
3735.84         1.03E-22        0.00E+00
3736.34         1.00E-22        0.00E+00
3736.83         1.23E-22        0.00E+00
3737.33         1.45E-22        0.00E+00
3737.82         1.53E-22        0.00E+00
3738.32         1.62E-22        0.00E+00
3738.82         1.37E-22        0.00E+00
3739.31         1.07E-22        0.00E+00
3739.81         1.06E-22        0.00E+00
3740.30         1.19E-22        0.00E+00
3740.80         1.30E-22        0.00E+00
3741.29         1.42E-22        0.00E+00
3741.79         1.57E-22        0.00E+00
3742.28         1.77E-22        0.00E+00
3742.78         1.93E-22        0.00E+00
3743.28         1.94E-22        0.00E+00
3743.77         1.96E-22        0.00E+00
3744.27         2.02E-22        0.00E+00
3744.76         2.09E-22        0.00E+00
3745.26         2.29E-22        0.00E+00
3745.75         2.51E-22        0.00E+00
3746.25         2.59E-22        0.00E+00
3746.74         2.64E-22        0.00E+00
3747.24         2.77E-22        0.00E+00
3747.74         2.94E-22        0.00E+00
3748.23         3.17E-22        0.00E+00
3748.73         3.46E-22        0.00E+00
3749.22         3.65E-22        0.00E+00
3749.72         3.65E-22        0.00E+00
3750.21         3.69E-22        0.00E+00
3750.71         3.80E-22        0.00E+00
3751.21         3.93E-22        0.00E+00
3751.70         4.10E-22        0.00E+00
3752.20         4.27E-22        0.00E+00
3752.69         4.08E-22        0.00E+00
3753.19         3.87E-22        0.00E+00
3753.68         3.56E-22        0.00E+00
3754.18         3.23E-22        0.00E+00
3754.67         2.92E-22        0.00E+00
3755.17         2.61E-22        0.00E+00
3755.67         2.40E-22        0.00E+00
3756.16         2.29E-22        0.00E+00
3756.66         2.07E-22        0.00E+00
3757.15         1.67E-22        0.00E+00
3757.65         1.42E-22        0.00E+00
3758.14         1.65E-22        0.00E+00
3758.64         1.86E-22        0.00E+00
3759.13         1.73E-22        0.00E+00
3759.63         1.60E-22        0.00E+00
3760.13         1.40E-22        0.00E+00
3760.62         1.21E-22        0.00E+00
3761.12         1.36E-22        0.00E+00
3761.61         1.59E-22        0.00E+00
3762.11         1.72E-22        0.00E+00
3762.60         1.80E-22        0.00E+00
3763.10         1.65E-22        0.00E+00
3763.60         1.28E-22        0.00E+00
3764.09         1.08E-22        0.00E+00
3764.59         1.17E-22        0.00E+00
3765.08         1.28E-22        0.00E+00
3765.58         1.44E-22        0.00E+00
3766.07         1.59E-22        0.00E+00
3766.57         1.58E-22        0.00E+00
3767.06         1.57E-22        0.00E+00
3767.56         1.38E-22        0.00E+00
3768.06         1.18E-22        0.00E+00
3768.55         1.38E-22        0.00E+00
3769.05         1.69E-22        0.00E+00
3769.54         1.75E-22        0.00E+00
3770.04         1.67E-22        0.00E+00
3770.53         1.69E-22        0.00E+00
3771.03         1.79E-22        0.00E+00
3771.53         1.82E-22        0.00E+00
3772.02         1.69E-22        0.00E+00
3772.52         1.64E-22        0.00E+00
3773.01         1.89E-22        0.00E+00
3773.51         2.13E-22        0.00E+00
3774.00         2.08E-22        0.00E+00
3774.50         2.03E-22        0.00E+00
3774.99         2.17E-22        0.00E+00
3775.49         2.33E-22        0.00E+00
3775.99         2.32E-22        0.00E+00
3776.48         2.26E-22        0.00E+00
3776.98         2.33E-22        0.00E+00
3777.47         2.47E-22        0.00E+00
3777.97         2.49E-22        0.00E+00
3778.46         2.38E-22        0.00E+00
3778.96         2.29E-22        0.00E+00
3779.45         2.23E-22        0.00E+00
3779.95         2.13E-22        0.00E+00
3780.45         1.87E-22        0.00E+00
3780.94         1.63E-22        0.00E+00
3781.44         1.60E-22        0.00E+00
3781.93         1.58E-22        0.00E+00
3782.43         1.47E-22        0.00E+00
3782.92         1.35E-22        0.00E+00
3783.42         1.43E-22        0.00E+00
3783.92         1.59E-22        0.00E+00
3784.41         1.56E-22        0.00E+00
3784.91         1.40E-22        0.00E+00
3785.40         1.34E-22        0.00E+00
3785.90         1.38E-22        0.00E+00
3786.39         1.40E-22        0.00E+00
3786.89         1.39E-22        0.00E+00
3787.38         1.38E-22        0.00E+00
3787.88         1.35E-22        0.00E+00
3788.38         1.33E-22        0.00E+00
3788.87         1.46E-22        0.00E+00
3789.37         1.60E-22        0.00E+00
3789.86         1.53E-22        0.00E+00
3790.36         1.44E-22        0.00E+00
3790.85         1.30E-22        0.00E+00
3791.35         1.15E-22        0.00E+00
3791.85         1.04E-22        0.00E+00
3792.34         9.82E-23        0.00E+00
3792.84         9.06E-23        0.00E+00
3793.33         8.13E-23        0.00E+00
3793.83         8.03E-23        0.00E+00
3794.32         9.93E-23        0.00E+00
3794.82         1.16E-22        0.00E+00
3795.31         1.20E-22        0.00E+00
3795.81         1.25E-22        0.00E+00
3796.31         1.43E-22        0.00E+00
3796.80         1.61E-22        0.00E+00
3797.30         1.59E-22        0.00E+00
3797.79         1.54E-22        0.00E+00
3798.29         1.38E-22        0.00E+00
3798.78         1.18E-22        0.00E+00
3799.28         1.16E-22        0.00E+00
3799.77         1.28E-22        0.00E+00
3800.27         1.33E-22        0.00E+00
3800.77         1.28E-22        0.00E+00
3801.26         1.29E-22        0.00E+00
3801.76         1.43E-22        0.00E+00
3802.25         1.52E-22        0.00E+00
3802.75         1.32E-22        0.00E+00
3803.24         1.12E-22        0.00E+00
3803.74         1.39E-22        0.00E+00
3804.24         1.68E-22        0.00E+00
3804.73         1.54E-22        0.00E+00
3805.23         1.32E-22        0.00E+00
3805.72         1.28E-22        0.00E+00
3806.22         1.33E-22        0.00E+00
3806.71         1.43E-22        0.00E+00
3807.21         1.56E-22        0.00E+00
3807.70         1.57E-22        0.00E+00
3808.20         1.41E-22        0.00E+00
3808.70         1.33E-22        0.00E+00
3809.19         1.51E-22        0.00E+00
3809.69         1.66E-22        0.00E+00
3810.18         1.52E-22        0.00E+00
3810.68         1.38E-22        0.00E+00
3811.17         1.37E-22        0.00E+00
3811.67         1.38E-22        0.00E+00
3812.16         1.30E-22        0.00E+00
3812.66         1.20E-22        0.00E+00
3813.16         1.25E-22        0.00E+00
3813.65         1.35E-22        0.00E+00
3814.15         1.42E-22        0.00E+00
3814.64         1.45E-22        0.00E+00
