0 Branching ratio for O2       Total        1 branches    
Lambda          Total           O/O
3448.88         3.63E-25        0.00E+00
3449.38         3.57E-25        0.00E+00
3449.88         3.59E-25        0.00E+00
3450.37         3.62E-25        0.00E+00
3450.87         3.61E-25        0.00E+00
3451.36         3.57E-25        0.00E+00
3451.86         3.56E-25        0.00E+00
3452.35         3.59E-25        0.00E+00
3452.85         3.60E-25        0.00E+00
3453.35         3.54E-25        0.00E+00
3453.84         3.48E-25        0.00E+00
3454.34         3.53E-25        0.00E+00
3454.83         3.58E-25        0.00E+00
3455.33         3.59E-25        0.00E+00
3455.82         3.59E-25        0.00E+00
3456.32         3.58E-25        0.00E+00
3456.81         3.56E-25        0.00E+00
3457.31         3.55E-25        0.00E+00
3457.81         3.55E-25        0.00E+00
3458.30         3.55E-25        0.00E+00
3458.80         3.52E-25        0.00E+00
3459.29         3.50E-25        0.00E+00
3459.79         3.51E-25        0.00E+00
3460.28         3.53E-25        0.00E+00
3460.78         3.54E-25        0.00E+00
3461.28         3.56E-25        0.00E+00
3461.77         3.53E-25        0.00E+00
3462.27         3.48E-25        0.00E+00
3462.76         3.46E-25        0.00E+00
3463.26         3.47E-25        0.00E+00
3463.75         3.48E-25        0.00E+00
3464.25         3.50E-25        0.00E+00
3464.74         3.52E-25        0.00E+00
3465.24         3.51E-25        0.00E+00
3465.74         3.51E-25        0.00E+00
3466.23         3.49E-25        0.00E+00
3466.73         3.46E-25        0.00E+00
3467.22         3.46E-25        0.00E+00
3467.72         3.47E-25        0.00E+00
3468.21         3.46E-25        0.00E+00
3468.71         3.43E-25        0.00E+00
3469.20         3.42E-25        0.00E+00
3469.70         3.41E-25        0.00E+00
3470.20         3.42E-25        0.00E+00
3470.69         3.44E-25        0.00E+00
3471.19         3.45E-25        0.00E+00
3471.68         3.44E-25        0.00E+00
3472.18         3.43E-25        0.00E+00
3472.67         3.43E-25        0.00E+00
3473.17         3.43E-25        0.00E+00
3473.67         3.44E-25        0.00E+00
3474.16         3.47E-25        0.00E+00
3474.66         3.46E-25        0.00E+00
3475.15         3.43E-25        0.00E+00
3475.65         3.41E-25        0.00E+00
3476.14         3.44E-25        0.00E+00
3476.64         3.47E-25        0.00E+00
3477.13         3.47E-25        0.00E+00
3477.63         3.47E-25        0.00E+00
3478.13         3.43E-25        0.00E+00
3478.62         3.40E-25        0.00E+00
3479.12         3.41E-25        0.00E+00
3479.61         3.43E-25        0.00E+00
3480.11         3.47E-25        0.00E+00
3480.60         3.51E-25        0.00E+00
3481.10         3.52E-25        0.00E+00
3481.59         3.50E-25        0.00E+00
3482.09         3.48E-25        0.00E+00
3482.59         3.48E-25        0.00E+00
3483.08         3.48E-25        0.00E+00
3483.58         3.46E-25        0.00E+00
3484.07         3.44E-25        0.00E+00
3484.57         3.43E-25        0.00E+00
3485.06         3.41E-25        0.00E+00
3485.56         3.41E-25        0.00E+00
3486.06         3.41E-25        0.00E+00
3486.55         3.39E-25        0.00E+00
3487.05         3.34E-25        0.00E+00
3487.54         3.32E-25        0.00E+00
3488.04         3.34E-25        0.00E+00
3488.53         3.36E-25        0.00E+00
3489.03         3.42E-25        0.00E+00
3489.52         3.48E-25        0.00E+00
3490.02         3.41E-25        0.00E+00
3490.52         3.34E-25        0.00E+00
3491.01         3.34E-25        0.00E+00
3491.51         3.36E-25        0.00E+00
3492.00         3.36E-25        0.00E+00
3492.50         3.34E-25        0.00E+00
3492.99         3.34E-25        0.00E+00
3493.49         3.37E-25        0.00E+00
3493.99         3.37E-25        0.00E+00
3494.48         3.29E-25        0.00E+00
3494.98         3.23E-25        0.00E+00
3495.47         3.27E-25        0.00E+00
3495.97         3.31E-25        0.00E+00
3496.46         3.27E-25        0.00E+00
3496.96         3.22E-25        0.00E+00
3497.45         3.23E-25        0.00E+00
3497.95         3.25E-25        0.00E+00
3498.45         3.29E-25        0.00E+00
3498.94         3.33E-25        0.00E+00
3499.44         3.34E-25        0.00E+00
3499.93         3.33E-25        0.00E+00
3500.43         3.31E-25        0.00E+00
3500.92         3.29E-25        0.00E+00
3501.42         3.26E-25        0.00E+00
3501.91         3.27E-25        0.00E+00
3502.41         3.28E-25        0.00E+00
3502.91         3.25E-25        0.00E+00
3503.40         3.21E-25        0.00E+00
3503.90         3.25E-25        0.00E+00
3504.39         3.32E-25        0.00E+00
3504.89         3.34E-25        0.00E+00
3505.38         3.30E-25        0.00E+00
3505.88         3.27E-25        0.00E+00
3506.38         3.26E-25        0.00E+00
3506.87         3.24E-25        0.00E+00
3507.37         3.21E-25        0.00E+00
3507.86         3.19E-25        0.00E+00
3508.36         3.23E-25        0.00E+00
3508.85         3.26E-25        0.00E+00
3509.35         3.27E-25        0.00E+00
3509.84         3.27E-25        0.00E+00
3510.34         3.27E-25        0.00E+00
3510.84         3.27E-25        0.00E+00
3511.33         3.26E-25        0.00E+00
3511.83         3.23E-25        0.00E+00
3512.32         3.23E-25        0.00E+00
3512.82         3.28E-25        0.00E+00
3513.31         3.31E-25        0.00E+00
3513.81         3.27E-25        0.00E+00
3514.31         3.23E-25        0.00E+00
3514.80         3.24E-25        0.00E+00
3515.30         3.25E-25        0.00E+00
3515.79         3.24E-25        0.00E+00
3516.29         3.23E-25        0.00E+00
3516.78         3.24E-25        0.00E+00
3517.28         3.27E-25        0.00E+00
3517.77         3.28E-25        0.00E+00
3518.27         3.26E-25        0.00E+00
3518.77         3.25E-25        0.00E+00
3519.26         3.26E-25        0.00E+00
3519.76         3.27E-25        0.00E+00
3520.25         3.27E-25        0.00E+00
3520.75         3.28E-25        0.00E+00
3521.24         3.29E-25        0.00E+00
3521.74         3.30E-25        0.00E+00
3522.23         3.29E-25        0.00E+00
3522.73         3.27E-25        0.00E+00
3523.23         3.28E-25        0.00E+00
3523.72         3.30E-25        0.00E+00
3524.22         3.29E-25        0.00E+00
3524.71         3.25E-25        0.00E+00
3525.21         3.22E-25        0.00E+00
3525.70         3.22E-25        0.00E+00
3526.20         3.22E-25        0.00E+00
3526.70         3.22E-25        0.00E+00
3527.19         3.23E-25        0.00E+00
3527.69         3.24E-25        0.00E+00
3528.18         3.24E-25        0.00E+00
3528.68         3.23E-25        0.00E+00
3529.17         3.22E-25        0.00E+00
3529.67         3.23E-25        0.00E+00
3530.16         3.25E-25        0.00E+00
3530.66         3.25E-25        0.00E+00
3531.16         3.23E-25        0.00E+00
3531.65         3.22E-25        0.00E+00
3532.15         3.25E-25        0.00E+00
3532.64         3.27E-25        0.00E+00
3533.14         3.23E-25        0.00E+00
3533.63         3.19E-25        0.00E+00
3534.13         3.23E-25        0.00E+00
3534.62         3.27E-25        0.00E+00
3535.12         3.27E-25        0.00E+00
3535.62         3.26E-25        0.00E+00
3536.11         3.25E-25        0.00E+00
3536.61         3.23E-25        0.00E+00
3537.10         3.20E-25        0.00E+00
3537.60         3.13E-25        0.00E+00
3538.09         3.10E-25        0.00E+00
3538.59         3.13E-25        0.00E+00
3539.09         3.16E-25        0.00E+00
3539.58         3.17E-25        0.00E+00
3540.08         3.17E-25        0.00E+00
3540.57         3.22E-25        0.00E+00
3541.07         3.27E-25        0.00E+00
3541.56         3.26E-25        0.00E+00
3542.06         3.23E-25        0.00E+00
3542.55         3.21E-25        0.00E+00
3543.05         3.19E-25        0.00E+00
3543.55         3.17E-25        0.00E+00
3544.04         3.15E-25        0.00E+00
3544.54         3.14E-25        0.00E+00
3545.03         3.16E-25        0.00E+00
3545.53         3.18E-25        0.00E+00
3546.02         3.20E-25        0.00E+00
3546.52         3.22E-25        0.00E+00
3547.02         3.24E-25        0.00E+00
3547.51         3.26E-25        0.00E+00
3548.01         3.25E-25        0.00E+00
3548.50         3.23E-25        0.00E+00
3549.00         3.22E-25        0.00E+00
3549.49         3.22E-25        0.00E+00
3549.99         3.22E-25        0.00E+00
3550.48         3.22E-25        0.00E+00
3550.98         3.21E-25        0.00E+00
3551.48         3.18E-25        0.00E+00
3551.97         3.16E-25        0.00E+00
3552.47         3.16E-25        0.00E+00
3552.96         3.16E-25        0.00E+00
3553.46         3.14E-25        0.00E+00
3553.95         3.12E-25        0.00E+00
3554.45         3.15E-25        0.00E+00
3554.94         3.19E-25        0.00E+00
3555.44         3.19E-25        0.00E+00
3555.94         3.18E-25        0.00E+00
3556.43         3.19E-25        0.00E+00
3556.93         3.21E-25        0.00E+00
3557.42         3.21E-25        0.00E+00
3557.92         3.19E-25        0.00E+00
3558.41         3.17E-25        0.00E+00
3558.91         3.15E-25        0.00E+00
3559.41         3.13E-25        0.00E+00
3559.90         3.15E-25        0.00E+00
3560.40         3.16E-25        0.00E+00
3560.89         3.15E-25        0.00E+00
3561.39         3.12E-25        0.00E+00
3561.88         3.12E-25        0.00E+00
3562.38         3.11E-25        0.00E+00
3562.87         3.10E-25        0.00E+00
3563.37         3.09E-25        0.00E+00
3563.87         3.10E-25        0.00E+00
3564.36         3.14E-25        0.00E+00
3564.86         3.16E-25        0.00E+00
3565.35         3.14E-25        0.00E+00
3565.85         3.13E-25        0.00E+00
3566.34         3.12E-25        0.00E+00
3566.84         3.11E-25        0.00E+00
3567.33         3.11E-25        0.00E+00
3567.83         3.11E-25        0.00E+00
3568.33         3.13E-25        0.00E+00
3568.82         3.16E-25        0.00E+00
3569.32         3.17E-25        0.00E+00
3569.81         3.16E-25        0.00E+00
3570.31         3.13E-25        0.00E+00
3570.80         3.07E-25        0.00E+00
3571.30         3.03E-25        0.00E+00
3571.80         3.05E-25        0.00E+00
3572.29         3.07E-25        0.00E+00
3572.79         3.09E-25        0.00E+00
3573.28         3.11E-25        0.00E+00
3573.78         3.07E-25        0.00E+00
3574.27         3.03E-25        0.00E+00
3574.77         3.03E-25        0.00E+00
3575.26         3.05E-25        0.00E+00
3575.76         3.03E-25        0.00E+00
3576.26         2.98E-25        0.00E+00
3576.75         2.97E-25        0.00E+00
3577.25         2.98E-25        0.00E+00
3577.74         3.01E-25        0.00E+00
3578.24         3.07E-25        0.00E+00
3578.73         3.10E-25        0.00E+00
3579.23         3.04E-25        0.00E+00
3579.73         2.98E-25        0.00E+00
3580.22         3.01E-25        0.00E+00
3580.72         3.03E-25        0.00E+00
3581.21         3.03E-25        0.00E+00
3581.71         3.03E-25        0.00E+00
3582.20         3.04E-25        0.00E+00
3582.70         3.06E-25        0.00E+00
3583.19         3.07E-25        0.00E+00
3583.69         3.09E-25        0.00E+00
3584.19         3.09E-25        0.00E+00
3584.68         3.07E-25        0.00E+00
3585.18         3.06E-25        0.00E+00
3585.67         3.05E-25        0.00E+00
3586.17         3.04E-25        0.00E+00
3586.66         3.04E-25        0.00E+00
3587.16         3.05E-25        0.00E+00
3587.65         3.04E-25        0.00E+00
3588.15         3.04E-25        0.00E+00
3588.65         3.03E-25        0.00E+00
3589.14         3.02E-25        0.00E+00
3589.64         3.00E-25        0.00E+00
3590.13         2.98E-25        0.00E+00
3590.63         2.96E-25        0.00E+00
3591.12         2.97E-25        0.00E+00
3591.62         2.97E-25        0.00E+00
3592.12         2.98E-25        0.00E+00
3592.61         2.98E-25        0.00E+00
3593.11         2.99E-25        0.00E+00
3593.60         2.99E-25        0.00E+00
3594.10         3.02E-25        0.00E+00
3594.59         3.05E-25        0.00E+00
3595.09         3.03E-25        0.00E+00
3595.58         3.01E-25        0.00E+00
3596.08         3.00E-25        0.00E+00
3596.58         2.98E-25        0.00E+00
3597.07         2.98E-25        0.00E+00
3597.57         3.01E-25        0.00E+00
3598.06         3.03E-25        0.00E+00
3598.56         3.04E-25        0.00E+00
3599.05         3.04E-25        0.00E+00
3599.55         3.04E-25        0.00E+00
3600.05         3.03E-25        0.00E+00
3600.54         3.00E-25        0.00E+00
3601.04         2.96E-25        0.00E+00
3601.53         2.96E-25        0.00E+00
3602.03         2.96E-25        0.00E+00
3602.52         2.96E-25        0.00E+00
3603.02         2.97E-25        0.00E+00
3603.51         2.96E-25        0.00E+00
3604.01         2.96E-25        0.00E+00
3604.51         2.96E-25        0.00E+00
3605.00         2.96E-25        0.00E+00
3605.50         2.96E-25        0.00E+00
3605.99         2.94E-25        0.00E+00
3606.49         2.92E-25        0.00E+00
3606.98         2.96E-25        0.00E+00
3607.48         3.00E-25        0.00E+00
3607.97         3.01E-25        0.00E+00
3608.47         3.02E-25        0.00E+00
3608.97         2.99E-25        0.00E+00
3609.46         2.95E-25        0.00E+00
3609.96         2.94E-25        0.00E+00
3610.45         2.94E-25        0.00E+00
3610.95         2.94E-25        0.00E+00
3611.44         2.95E-25        0.00E+00
3611.94         2.95E-25        0.00E+00
3612.44         2.96E-25        0.00E+00
3612.93         2.96E-25        0.00E+00
3613.43         2.92E-25        0.00E+00
3613.92         2.88E-25        0.00E+00
3614.42         2.86E-25        0.00E+00
3614.91         2.84E-25        0.00E+00
3615.41         2.88E-25        0.00E+00
3615.90         2.92E-25        0.00E+00
3616.40         2.89E-25        0.00E+00
3616.90         2.85E-25        0.00E+00
3617.39         2.85E-25        0.00E+00
3617.89         2.88E-25        0.00E+00
3618.38         2.89E-25        0.00E+00
3618.88         2.87E-25        0.00E+00
3619.37         2.85E-25        0.00E+00
3619.87         2.87E-25        0.00E+00
3620.36         2.87E-25        0.00E+00
3620.86         2.81E-25        0.00E+00
3621.36         2.76E-25        0.00E+00
3621.85         2.73E-25        0.00E+00
3622.35         2.71E-25        0.00E+00
3622.84         2.70E-25        0.00E+00
3623.34         2.70E-25        0.00E+00
3623.83         2.69E-25        0.00E+00
3624.33         2.68E-25        0.00E+00
3624.83         2.68E-25        0.00E+00
3625.32         2.71E-25        0.00E+00
3625.82         2.71E-25        0.00E+00
3626.31         2.69E-25        0.00E+00
3626.81         2.67E-25        0.00E+00
3627.30         2.64E-25        0.00E+00
3627.80         2.62E-25        0.00E+00
3628.29         2.63E-25        0.00E+00
3628.79         2.64E-25        0.00E+00
3629.29         2.61E-25        0.00E+00
3629.78         2.57E-25        0.00E+00
3630.28         2.59E-25        0.00E+00
3630.77         2.61E-25        0.00E+00
3631.27         2.59E-25        0.00E+00
3631.76         2.53E-25        0.00E+00
3632.26         2.51E-25        0.00E+00
3632.76         2.53E-25        0.00E+00
3633.25         2.53E-25        0.00E+00
3633.75         2.50E-25        0.00E+00
3634.24         2.49E-25        0.00E+00
3634.74         2.50E-25        0.00E+00
3635.23         2.52E-25        0.00E+00
3635.73         2.48E-25        0.00E+00
3636.22         2.45E-25        0.00E+00
3636.72         2.44E-25        0.00E+00
3637.22         2.44E-25        0.00E+00
3637.71         2.42E-25        0.00E+00
3638.21         2.40E-25        0.00E+00
3638.70         2.40E-25        0.00E+00
3639.20         2.41E-25        0.00E+00
3639.69         2.41E-25        0.00E+00
3640.19         2.40E-25        0.00E+00
3640.68         2.40E-25        0.00E+00
3641.18         2.39E-25        0.00E+00
3641.68         2.39E-25        0.00E+00
3642.17         2.38E-25        0.00E+00
3642.67         2.36E-25        0.00E+00
3643.16         2.34E-25        0.00E+00
3643.66         2.32E-25        0.00E+00
3644.15         2.30E-25        0.00E+00
3644.65         2.28E-25        0.00E+00
3645.15         2.28E-25        0.00E+00
3645.64         2.30E-25        0.00E+00
3646.14         2.31E-25        0.00E+00
3646.63         2.32E-25        0.00E+00
3647.13         2.32E-25        0.00E+00
3647.62         2.29E-25        0.00E+00
3648.12         2.28E-25        0.00E+00
3648.61         2.31E-25        0.00E+00
3649.11         2.32E-25        0.00E+00
3649.61         2.28E-25        0.00E+00
3650.10         2.23E-25        0.00E+00
3650.60         2.23E-25        0.00E+00
3651.09         2.23E-25        0.00E+00
3651.59         2.25E-25        0.00E+00
3652.08         2.27E-25        0.00E+00
3652.58         2.26E-25        0.00E+00
3653.08         2.23E-25        0.00E+00
3653.57         2.21E-25        0.00E+00
3654.07         2.20E-25        0.00E+00
3654.56         2.20E-25        0.00E+00
3655.06         2.21E-25        0.00E+00
3655.55         2.22E-25        0.00E+00
3656.05         2.21E-25        0.00E+00
3656.54         2.19E-25        0.00E+00
3657.04         2.16E-25        0.00E+00
3657.54         2.13E-25        0.00E+00
3658.03         2.15E-25        0.00E+00
3658.53         2.17E-25        0.00E+00
3659.02         2.16E-25        0.00E+00
3659.52         2.14E-25        0.00E+00
3660.01         2.16E-25        0.00E+00
3660.51         2.19E-25        0.00E+00
3661.00         2.18E-25        0.00E+00
3661.50         2.14E-25        0.00E+00
3662.00         2.11E-25        0.00E+00
3662.49         2.10E-25        0.00E+00
3662.99         2.09E-25        0.00E+00
3663.48         2.11E-25        0.00E+00
3663.98         2.12E-25        0.00E+00
3664.47         2.13E-25        0.00E+00
3664.97         2.14E-25        0.00E+00
3665.47         2.15E-25        0.00E+00
3665.96         2.16E-25        0.00E+00
3666.46         2.17E-25        0.00E+00
3666.95         2.18E-25        0.00E+00
3667.45         2.17E-25        0.00E+00
3667.94         2.14E-25        0.00E+00
3668.44         2.11E-25        0.00E+00
3668.93         2.09E-25        0.00E+00
3669.43         2.08E-25        0.00E+00
3669.93         2.10E-25        0.00E+00
3670.42         2.12E-25        0.00E+00
3670.92         2.13E-25        0.00E+00
3671.41         2.15E-25        0.00E+00
3671.91         2.16E-25        0.00E+00
3672.40         2.17E-25        0.00E+00
3672.90         2.16E-25        0.00E+00
3673.39         2.15E-25        0.00E+00
3673.89         2.17E-25        0.00E+00
3674.39         2.20E-25        0.00E+00
3674.88         2.23E-25        0.00E+00
3675.38         2.25E-25        0.00E+00
3675.87         2.25E-25        0.00E+00
3676.37         2.21E-25        0.00E+00
3676.86         2.19E-25        0.00E+00
3677.36         2.24E-25        0.00E+00
3677.86         2.27E-25        0.00E+00
3678.35         2.28E-25        0.00E+00
3678.85         2.29E-25        0.00E+00
3679.34         2.31E-25        0.00E+00
3679.84         2.32E-25        0.00E+00
3680.33         2.35E-25        0.00E+00
3680.83         2.39E-25        0.00E+00
3681.32         2.39E-25        0.00E+00
3681.82         2.37E-25        0.00E+00
3682.32         2.37E-25        0.00E+00
3682.81         2.38E-25        0.00E+00
3683.31         2.39E-25        0.00E+00
3683.80         2.40E-25        0.00E+00
3684.30         2.42E-25        0.00E+00
3684.79         2.45E-25        0.00E+00
3685.29         2.48E-25        0.00E+00
3685.79         2.47E-25        0.00E+00
3686.28         2.47E-25        0.00E+00
3686.78         2.51E-25        0.00E+00
3687.27         2.56E-25        0.00E+00
3687.77         2.58E-25        0.00E+00
3688.26         2.59E-25        0.00E+00
3688.76         2.61E-25        0.00E+00
3689.25         2.62E-25        0.00E+00
3689.75         2.61E-25        0.00E+00
3690.25         2.58E-25        0.00E+00
3690.74         2.58E-25        0.00E+00
3691.24         2.63E-25        0.00E+00
3691.73         2.67E-25        0.00E+00
3692.23         2.66E-25        0.00E+00
3692.72         2.65E-25        0.00E+00
3693.22         2.62E-25        0.00E+00
3693.71         2.58E-25        0.00E+00
3694.21         2.61E-25        0.00E+00
3694.71         2.65E-25        0.00E+00
3695.20         2.63E-25        0.00E+00
3695.70         2.60E-25        0.00E+00
3696.19         2.60E-25        0.00E+00
3696.69         2.63E-25        0.00E+00
3697.18         2.63E-25        0.00E+00
3697.68         2.62E-25        0.00E+00
3698.18         2.61E-25        0.00E+00
3698.67         2.60E-25        0.00E+00
3699.17         2.59E-25        0.00E+00
3699.66         2.59E-25        0.00E+00
3700.16         2.59E-25        0.00E+00
3700.65         2.60E-25        0.00E+00
3701.15         2.61E-25        0.00E+00
3701.64         2.61E-25        0.00E+00
3702.14         2.61E-25        0.00E+00
3702.64         2.63E-25        0.00E+00
3703.13         2.67E-25        0.00E+00
3703.63         2.66E-25        0.00E+00
3704.12         2.63E-25        0.00E+00
3704.62         2.62E-25        0.00E+00
3705.11         2.65E-25        0.00E+00
3705.61         2.65E-25        0.00E+00
3706.10         2.61E-25        0.00E+00
3706.60         2.57E-25        0.00E+00
3707.10         2.55E-25        0.00E+00
3707.59         2.54E-25        0.00E+00
3708.09         2.57E-25        0.00E+00
3708.58         2.60E-25        0.00E+00
3709.08         2.60E-25        0.00E+00
3709.57         2.61E-25        0.00E+00
3710.07         2.61E-25        0.00E+00
3710.57         2.62E-25        0.00E+00
3711.06         2.61E-25        0.00E+00
3711.56         2.61E-25        0.00E+00
3712.05         2.59E-25        0.00E+00
3712.55         2.56E-25        0.00E+00
3713.04         2.53E-25        0.00E+00
3713.54         2.53E-25        0.00E+00
3714.03         2.53E-25        0.00E+00
3714.53         2.50E-25        0.00E+00
3715.03         2.47E-25        0.00E+00
3715.52         2.49E-25        0.00E+00
3716.02         2.50E-25        0.00E+00
3716.51         2.52E-25        0.00E+00
3717.01         2.55E-25        0.00E+00
3717.50         2.54E-25        0.00E+00
3718.00         2.51E-25        0.00E+00
3718.50         2.51E-25        0.00E+00
3718.99         2.52E-25        0.00E+00
3719.49         2.52E-25        0.00E+00
3719.98         2.50E-25        0.00E+00
3720.48         2.48E-25        0.00E+00
3720.97         2.47E-25        0.00E+00
3721.47         2.46E-25        0.00E+00
3721.96         2.46E-25        0.00E+00
3722.46         2.47E-25        0.00E+00
3722.96         2.49E-25        0.00E+00
3723.45         2.51E-25        0.00E+00
3723.95         2.49E-25        0.00E+00
3724.44         2.47E-25        0.00E+00
3724.94         2.49E-25        0.00E+00
3725.43         2.54E-25        0.00E+00
3725.93         2.55E-25        0.00E+00
3726.42         2.54E-25        0.00E+00
3726.92         2.53E-25        0.00E+00
3727.42         2.52E-25        0.00E+00
3727.91         2.51E-25        0.00E+00
3728.41         2.50E-25        0.00E+00
3728.90         2.49E-25        0.00E+00
3729.40         2.50E-25        0.00E+00
3729.89         2.51E-25        0.00E+00
3730.39         2.47E-25        0.00E+00
3730.89         2.43E-25        0.00E+00
3731.38         2.40E-25        0.00E+00
3731.88         2.37E-25        0.00E+00
3732.37         2.37E-25        0.00E+00
3732.87         2.38E-25        0.00E+00
3733.36         2.40E-25        0.00E+00
3733.86         2.41E-25        0.00E+00
3734.35         2.42E-25        0.00E+00
3734.85         2.43E-25        0.00E+00
3735.35         2.44E-25        0.00E+00
3735.84         2.46E-25        0.00E+00
3736.34         2.48E-25        0.00E+00
3736.83         2.48E-25        0.00E+00
3737.33         2.47E-25        0.00E+00
3737.82         2.48E-25        0.00E+00
3738.32         2.49E-25        0.00E+00
3738.82         2.44E-25        0.00E+00
3739.31         2.38E-25        0.00E+00
3739.81         2.39E-25        0.00E+00
3740.30         2.43E-25        0.00E+00
3740.80         2.46E-25        0.00E+00
3741.29         2.49E-25        0.00E+00
3741.79         2.48E-25        0.00E+00
3742.28         2.44E-25        0.00E+00
3742.78         2.41E-25        0.00E+00
3743.28         2.43E-25        0.00E+00
3743.77         2.45E-25        0.00E+00
3744.27         2.44E-25        0.00E+00
3744.76         2.44E-25        0.00E+00
3745.26         2.46E-25        0.00E+00
3745.75         2.47E-25        0.00E+00
3746.25         2.47E-25        0.00E+00
3746.74         2.48E-25        0.00E+00
3747.24         2.48E-25        0.00E+00
3747.74         2.47E-25        0.00E+00
3748.23         2.46E-25        0.00E+00
3748.73         2.44E-25        0.00E+00
3749.22         2.43E-25        0.00E+00
3749.72         2.43E-25        0.00E+00
3750.21         2.43E-25        0.00E+00
3750.71         2.42E-25        0.00E+00
3751.21         2.40E-25        0.00E+00
3751.70         2.34E-25        0.00E+00
3752.20         2.28E-25        0.00E+00
3752.69         2.33E-25        0.00E+00
3753.19         2.39E-25        0.00E+00
3753.68         2.37E-25        0.00E+00
3754.18         2.35E-25        0.00E+00
3754.67         2.31E-25        0.00E+00
3755.17         2.28E-25        0.00E+00
3755.67         2.28E-25        0.00E+00
3756.16         2.33E-25        0.00E+00
3756.66         2.37E-25        0.00E+00
3757.15         2.39E-25        0.00E+00
3757.65         2.40E-25        0.00E+00
3758.14         2.40E-25        0.00E+00
3758.64         2.39E-25        0.00E+00
3759.13         2.38E-25        0.00E+00
3759.63         2.36E-25        0.00E+00
3760.13         2.38E-25        0.00E+00
3760.62         2.41E-25        0.00E+00
3761.12         2.41E-25        0.00E+00
3761.61         2.41E-25        0.00E+00
3762.11         2.41E-25        0.00E+00
3762.60         2.40E-25        0.00E+00
3763.10         2.40E-25        0.00E+00
3763.60         2.40E-25        0.00E+00
3764.09         2.40E-25        0.00E+00
3764.59         2.38E-25        0.00E+00
3765.08         2.36E-25        0.00E+00
3765.58         2.39E-25        0.00E+00
3766.07         2.42E-25        0.00E+00
3766.57         2.40E-25        0.00E+00
3767.06         2.38E-25        0.00E+00
3767.56         2.36E-25        0.00E+00
3768.06         2.36E-25        0.00E+00
3768.55         2.36E-25        0.00E+00
3769.05         2.36E-25        0.00E+00
3769.54         2.35E-25        0.00E+00
3770.04         2.34E-25        0.00E+00
3770.53         2.35E-25        0.00E+00
3771.03         2.38E-25        0.00E+00
3771.53         2.39E-25        0.00E+00
3772.02         2.36E-25        0.00E+00
3772.52         2.33E-25        0.00E+00
3773.01         2.28E-25        0.00E+00
3773.51         2.23E-25        0.00E+00
3774.00         2.28E-25        0.00E+00
3774.50         2.33E-25        0.00E+00
3774.99         2.37E-25        0.00E+00
3775.49         2.41E-25        0.00E+00
3775.99         2.38E-25        0.00E+00
3776.48         2.33E-25        0.00E+00
3776.98         2.30E-25        0.00E+00
3777.47         2.28E-25        0.00E+00
3777.97         2.28E-25        0.00E+00
3778.46         2.30E-25        0.00E+00
3778.96         2.33E-25        0.00E+00
3779.45         2.36E-25        0.00E+00
3779.95         2.38E-25        0.00E+00
3780.45         2.40E-25        0.00E+00
3780.94         2.41E-25        0.00E+00
3781.44         2.34E-25        0.00E+00
3781.93         2.27E-25        0.00E+00
3782.43         2.27E-25        0.00E+00
3782.92         2.29E-25        0.00E+00
3783.42         2.31E-25        0.00E+00
3783.92         2.33E-25        0.00E+00
3784.41         2.34E-25        0.00E+00
3784.91         2.34E-25        0.00E+00
3785.40         2.35E-25        0.00E+00
3785.90         2.37E-25        0.00E+00
3786.39         2.37E-25        0.00E+00
3786.89         2.37E-25        0.00E+00
3787.38         2.36E-25        0.00E+00
3787.88         2.34E-25        0.00E+00
3788.38         2.33E-25        0.00E+00
3788.87         2.31E-25        0.00E+00
3789.37         2.30E-25        0.00E+00
3789.86         2.29E-25        0.00E+00
3790.36         2.29E-25        0.00E+00
3790.85         2.29E-25        0.00E+00
3791.35         2.30E-25        0.00E+00
3791.85         2.32E-25        0.00E+00
3792.34         2.35E-25        0.00E+00
3792.84         2.34E-25        0.00E+00
3793.33         2.30E-25        0.00E+00
3793.83         2.26E-25        0.00E+00
3794.32         2.26E-25        0.00E+00
3794.82         2.26E-25        0.00E+00
3795.31         2.27E-25        0.00E+00
3795.81         2.28E-25        0.00E+00
3796.31         2.30E-25        0.00E+00
3796.80         2.33E-25        0.00E+00
3797.30         2.33E-25        0.00E+00
3797.79         2.34E-25        0.00E+00
3798.29         2.32E-25        0.00E+00
3798.78         2.29E-25        0.00E+00
3799.28         2.28E-25        0.00E+00
3799.77         2.27E-25        0.00E+00
3800.27         2.26E-25        0.00E+00
3800.77         2.25E-25        0.00E+00
3801.26         2.25E-25        0.00E+00
3801.76         2.29E-25        0.00E+00
3802.25         2.31E-25        0.00E+00
3802.75         2.27E-25        0.00E+00
3803.24         2.23E-25        0.00E+00
3803.74         2.26E-25        0.00E+00
3804.24         2.29E-25        0.00E+00
3804.73         2.28E-25        0.00E+00
3805.23         2.26E-25        0.00E+00
3805.72         2.27E-25        0.00E+00
3806.22         2.29E-25        0.00E+00
3806.71         2.29E-25        0.00E+00
3807.21         2.28E-25        0.00E+00
3807.70         2.27E-25        0.00E+00
3808.20         2.27E-25        0.00E+00
3808.70         2.27E-25        0.00E+00
3809.19         2.26E-25        0.00E+00
3809.69         2.26E-25        0.00E+00
3810.18         2.28E-25        0.00E+00
3810.68         2.30E-25        0.00E+00
3811.17         2.28E-25        0.00E+00
3811.67         2.25E-25        0.00E+00
3812.16         2.26E-25        0.00E+00
3812.66         2.28E-25        0.00E+00
