0 Branching ratio for CS2       Total        1 branches    
Lambda          Total           CS/S
3452.85         3.52E-21        0.00E+00
3453.35         3.52E-21        0.00E+00
3453.84         3.52E-21        0.00E+00
3454.34         3.52E-21        0.00E+00
3454.83         3.52E-21        0.00E+00
3455.33         3.51E-21        0.00E+00
3455.82         3.51E-21        0.00E+00
3456.32         3.51E-21        0.00E+00
3456.81         3.51E-21        0.00E+00
3457.31         3.51E-21        0.00E+00
3457.81         3.51E-21        0.00E+00
3458.30         3.51E-21        0.00E+00
3458.80         3.50E-21        0.00E+00
3459.29         3.50E-21        0.00E+00
3459.79         3.50E-21        0.00E+00
3460.28         3.49E-21        0.00E+00
3460.78         3.48E-21        0.00E+00
3461.28         3.47E-21        0.00E+00
3461.77         3.46E-21        0.00E+00
3462.27         3.45E-21        0.00E+00
3462.76         3.44E-21        0.00E+00
3463.26         3.43E-21        0.00E+00
3463.75         3.42E-21        0.00E+00
3464.25         3.41E-21        0.00E+00
3464.74         3.40E-21        0.00E+00
3465.24         3.38E-21        0.00E+00
3465.74         3.37E-21        0.00E+00
3466.23         3.36E-21        0.00E+00
3466.73         3.35E-21        0.00E+00
3467.22         3.34E-21        0.00E+00
3467.72         3.33E-21        0.00E+00
3468.21         3.32E-21        0.00E+00
3468.71         3.31E-21        0.00E+00
3469.20         3.30E-21        0.00E+00
3469.70         3.29E-21        0.00E+00
3470.20         3.24E-21        0.00E+00
3470.69         3.13E-21        0.00E+00
3471.19         3.02E-21        0.00E+00
3471.68         2.91E-21        0.00E+00
3472.18         2.80E-21        0.00E+00
3472.67         2.69E-21        0.00E+00
3473.17         2.59E-21        0.00E+00
3473.67         2.48E-21        0.00E+00
3474.16         2.37E-21        0.00E+00
3474.66         2.26E-21        0.00E+00
3475.15         2.15E-21        0.00E+00
3475.65         2.04E-21        0.00E+00
3476.14         1.93E-21        0.00E+00
3476.64         1.83E-21        0.00E+00
3477.13         1.72E-21        0.00E+00
3477.63         1.61E-21        0.00E+00
3478.13         1.50E-21        0.00E+00
3478.62         1.39E-21        0.00E+00
3479.12         1.28E-21        0.00E+00
3479.61         1.17E-21        0.00E+00
3480.11         1.12E-21        0.00E+00
3480.60         1.25E-21        0.00E+00
3481.10         1.37E-21        0.00E+00
3481.59         1.50E-21        0.00E+00
3482.09         1.63E-21        0.00E+00
3482.59         1.76E-21        0.00E+00
3483.08         1.89E-21        0.00E+00
3483.58         2.02E-21        0.00E+00
3484.07         2.14E-21        0.00E+00
3484.57         2.27E-21        0.00E+00
3485.06         2.40E-21        0.00E+00
3485.56         2.53E-21        0.00E+00
3486.06         2.66E-21        0.00E+00
3486.55         2.79E-21        0.00E+00
3487.05         2.92E-21        0.00E+00
3487.54         3.04E-21        0.00E+00
3488.04         3.17E-21        0.00E+00
3488.53         3.30E-21        0.00E+00
3489.03         3.43E-21        0.00E+00
3489.52         3.56E-21        0.00E+00
3490.02         3.68E-21        0.00E+00
3490.52         3.61E-21        0.00E+00
3491.01         3.55E-21        0.00E+00
3491.51         3.49E-21        0.00E+00
3492.00         3.42E-21        0.00E+00
3492.50         3.36E-21        0.00E+00
3492.99         3.29E-21        0.00E+00
3493.49         3.23E-21        0.00E+00
3493.99         3.17E-21        0.00E+00
3494.48         3.10E-21        0.00E+00
3494.98         3.04E-21        0.00E+00
3495.47         2.97E-21        0.00E+00
3495.97         2.91E-21        0.00E+00
3496.46         2.85E-21        0.00E+00
3496.96         2.78E-21        0.00E+00
3497.45         2.72E-21        0.00E+00
3497.95         2.65E-21        0.00E+00
3498.45         2.59E-21        0.00E+00
3498.94         2.53E-21        0.00E+00
3499.44         2.46E-21        0.00E+00
3499.93         2.40E-21        0.00E+00
3500.43         2.34E-21        0.00E+00
3500.92         2.29E-21        0.00E+00
3501.42         2.23E-21        0.00E+00
3501.91         2.18E-21        0.00E+00
3502.41         2.12E-21        0.00E+00
3502.91         2.06E-21        0.00E+00
3503.40         2.01E-21        0.00E+00
3503.90         1.95E-21        0.00E+00
3504.39         1.90E-21        0.00E+00
3504.89         1.84E-21        0.00E+00
3505.38         1.79E-21        0.00E+00
3505.88         1.73E-21        0.00E+00
3506.38         1.68E-21        0.00E+00
3506.87         1.62E-21        0.00E+00
3507.37         1.56E-21        0.00E+00
3507.86         1.51E-21        0.00E+00
3508.36         1.45E-21        0.00E+00
3508.85         1.40E-21        0.00E+00
3509.35         1.34E-21        0.00E+00
3509.84         1.29E-21        0.00E+00
3510.34         1.31E-21        0.00E+00
3510.84         1.38E-21        0.00E+00
3511.33         1.44E-21        0.00E+00
3511.83         1.50E-21        0.00E+00
3512.32         1.57E-21        0.00E+00
3512.82         1.63E-21        0.00E+00
3513.31         1.69E-21        0.00E+00
3513.81         1.76E-21        0.00E+00
3514.31         1.82E-21        0.00E+00
3514.80         1.88E-21        0.00E+00
3515.30         1.95E-21        0.00E+00
3515.79         2.01E-21        0.00E+00
3516.29         2.07E-21        0.00E+00
3516.78         2.14E-21        0.00E+00
3517.28         2.20E-21        0.00E+00
3517.77         2.27E-21        0.00E+00
3518.27         2.33E-21        0.00E+00
3518.77         2.39E-21        0.00E+00
3519.26         2.46E-21        0.00E+00
3519.76         2.52E-21        0.00E+00
3520.25         2.50E-21        0.00E+00
3520.75         2.41E-21        0.00E+00
3521.24         2.31E-21        0.00E+00
3521.74         2.22E-21        0.00E+00
3522.23         2.13E-21        0.00E+00
3522.73         2.03E-21        0.00E+00
3523.23         1.94E-21        0.00E+00
3523.72         1.85E-21        0.00E+00
3524.22         1.75E-21        0.00E+00
3524.71         1.66E-21        0.00E+00
3525.21         1.57E-21        0.00E+00
3525.70         1.47E-21        0.00E+00
3526.20         1.38E-21        0.00E+00
3526.70         1.28E-21        0.00E+00
3527.19         1.19E-21        0.00E+00
3527.69         1.10E-21        0.00E+00
3528.18         1.00E-21        0.00E+00
3528.68         9.10E-22        0.00E+00
3529.17         8.16E-22        0.00E+00
3529.67         7.23E-22        0.00E+00
3530.16         6.77E-22        0.00E+00
3530.66         7.30E-22        0.00E+00
3531.16         7.83E-22        0.00E+00
3531.65         8.35E-22        0.00E+00
3532.15         8.88E-22        0.00E+00
3532.64         9.40E-22        0.00E+00
3533.14         9.93E-22        0.00E+00
3533.63         1.05E-21        0.00E+00
3534.13         1.10E-21        0.00E+00
3534.62         1.15E-21        0.00E+00
3535.12         1.20E-21        0.00E+00
3535.62         1.26E-21        0.00E+00
3536.11         1.31E-21        0.00E+00
3536.61         1.36E-21        0.00E+00
3537.10         1.41E-21        0.00E+00
3537.60         1.47E-21        0.00E+00
3538.09         1.52E-21        0.00E+00
3538.59         1.57E-21        0.00E+00
3539.09         1.62E-21        0.00E+00
3539.58         1.68E-21        0.00E+00
3540.08         1.73E-21        0.00E+00
3540.57         1.76E-21        0.00E+00
3541.07         1.80E-21        0.00E+00
3541.56         1.84E-21        0.00E+00
3542.06         1.87E-21        0.00E+00
3542.55         1.91E-21        0.00E+00
3543.05         1.95E-21        0.00E+00
3543.55         1.99E-21        0.00E+00
3544.04         2.02E-21        0.00E+00
3544.54         2.06E-21        0.00E+00
3545.03         2.10E-21        0.00E+00
3545.53         2.13E-21        0.00E+00
3546.02         2.17E-21        0.00E+00
3546.52         2.21E-21        0.00E+00
3547.02         2.25E-21        0.00E+00
3547.51         2.28E-21        0.00E+00
3548.01         2.32E-21        0.00E+00
3548.50         2.36E-21        0.00E+00
3549.00         2.39E-21        0.00E+00
3549.49         2.43E-21        0.00E+00
3549.99         2.47E-21        0.00E+00
3550.48         2.38E-21        0.00E+00
3550.98         2.28E-21        0.00E+00
3551.48         2.18E-21        0.00E+00
3551.97         2.09E-21        0.00E+00
3552.47         1.99E-21        0.00E+00
3552.96         1.89E-21        0.00E+00
3553.46         1.80E-21        0.00E+00
3553.95         1.70E-21        0.00E+00
3554.45         1.60E-21        0.00E+00
3554.94         1.51E-21        0.00E+00
3555.44         1.41E-21        0.00E+00
3555.94         1.31E-21        0.00E+00
3556.43         1.22E-21        0.00E+00
3556.93         1.12E-21        0.00E+00
3557.42         1.02E-21        0.00E+00
3557.92         9.26E-22        0.00E+00
3558.41         8.29E-22        0.00E+00
3558.91         7.33E-22        0.00E+00
3559.41         6.36E-22        0.00E+00
3559.90         5.39E-22        0.00E+00
3560.40         5.52E-22        0.00E+00
3560.89         5.92E-22        0.00E+00
3561.39         6.32E-22        0.00E+00
3561.88         6.73E-22        0.00E+00
3562.38         7.13E-22        0.00E+00
3562.87         7.53E-22        0.00E+00
3563.37         7.93E-22        0.00E+00
3563.87         8.33E-22        0.00E+00
3564.36         8.73E-22        0.00E+00
3564.86         9.13E-22        0.00E+00
3565.35         9.54E-22        0.00E+00
3565.85         9.94E-22        0.00E+00
3566.34         1.03E-21        0.00E+00
3566.84         1.07E-21        0.00E+00
3567.33         1.11E-21        0.00E+00
3567.83         1.15E-21        0.00E+00
3568.33         1.19E-21        0.00E+00
3568.82         1.23E-21        0.00E+00
3569.32         1.27E-21        0.00E+00
3569.81         1.31E-21        0.00E+00
3570.31         1.31E-21        0.00E+00
3570.80         1.27E-21        0.00E+00
3571.30         1.23E-21        0.00E+00
3571.80         1.19E-21        0.00E+00
3572.29         1.15E-21        0.00E+00
3572.79         1.11E-21        0.00E+00
3573.28         1.07E-21        0.00E+00
3573.78         1.04E-21        0.00E+00
3574.27         9.97E-22        0.00E+00
3574.77         9.58E-22        0.00E+00
3575.26         9.19E-22        0.00E+00
3575.76         8.81E-22        0.00E+00
3576.26         8.42E-22        0.00E+00
3576.75         8.03E-22        0.00E+00
3577.25         7.65E-22        0.00E+00
3577.74         7.26E-22        0.00E+00
3578.24         6.87E-22        0.00E+00
3578.73         6.49E-22        0.00E+00
3579.23         6.10E-22        0.00E+00
3579.73         5.71E-22        0.00E+00
3580.22         5.51E-22        0.00E+00
3580.72         5.53E-22        0.00E+00
3581.21         5.55E-22        0.00E+00
3581.71         5.57E-22        0.00E+00
3582.20         5.59E-22        0.00E+00
3582.70         5.61E-22        0.00E+00
3583.19         5.63E-22        0.00E+00
3583.69         5.65E-22        0.00E+00
3584.19         5.67E-22        0.00E+00
3584.68         5.69E-22        0.00E+00
3585.18         5.71E-22        0.00E+00
3585.67         5.73E-22        0.00E+00
3586.17         5.75E-22        0.00E+00
3586.66         5.77E-22        0.00E+00
3587.16         5.79E-22        0.00E+00
3587.65         5.81E-22        0.00E+00
3588.15         5.83E-22        0.00E+00
3588.65         5.85E-22        0.00E+00
3589.14         5.87E-22        0.00E+00
3589.64         5.89E-22        0.00E+00
3590.13         5.98E-22        0.00E+00
3590.63         6.28E-22        0.00E+00
3591.12         6.57E-22        0.00E+00
3591.62         6.87E-22        0.00E+00
3592.12         7.17E-22        0.00E+00
3592.61         7.47E-22        0.00E+00
3593.11         7.76E-22        0.00E+00
3593.60         8.06E-22        0.00E+00
3594.10         8.36E-22        0.00E+00
3594.59         8.66E-22        0.00E+00
3595.09         8.95E-22        0.00E+00
3595.58         9.25E-22        0.00E+00
3596.08         9.55E-22        0.00E+00
3596.58         9.85E-22        0.00E+00
3597.07         1.01E-21        0.00E+00
3597.57         1.04E-21        0.00E+00
3598.06         1.07E-21        0.00E+00
3598.56         1.10E-21        0.00E+00
3599.05         1.13E-21        0.00E+00
3599.55         1.16E-21        0.00E+00
3600.05         1.19E-21        0.00E+00
3600.54         1.15E-21        0.00E+00
3601.04         1.11E-21        0.00E+00
3601.53         1.07E-21        0.00E+00
3602.03         1.03E-21        0.00E+00
3602.52         9.96E-22        0.00E+00
3603.02         9.58E-22        0.00E+00
3603.51         9.19E-22        0.00E+00
3604.01         8.81E-22        0.00E+00
3604.51         8.43E-22        0.00E+00
3605.00         8.05E-22        0.00E+00
3605.50         7.67E-22        0.00E+00
3605.99         7.29E-22        0.00E+00
3606.49         6.90E-22        0.00E+00
3606.98         6.52E-22        0.00E+00
3607.48         6.14E-22        0.00E+00
3607.97         5.76E-22        0.00E+00
3608.47         5.38E-22        0.00E+00
3608.97         5.00E-22        0.00E+00
3609.46         4.61E-22        0.00E+00
3609.96         4.23E-22        0.00E+00
3610.45         4.23E-22        0.00E+00
3610.95         4.26E-22        0.00E+00
3611.44         4.29E-22        0.00E+00
3611.94         4.32E-22        0.00E+00
3612.44         4.35E-22        0.00E+00
3612.93         4.38E-22        0.00E+00
3613.43         4.41E-22        0.00E+00
3613.92         4.44E-22        0.00E+00
3614.42         4.47E-22        0.00E+00
3614.91         4.49E-22        0.00E+00
3615.41         4.52E-22        0.00E+00
3615.90         4.55E-22        0.00E+00
3616.40         4.58E-22        0.00E+00
3616.90         4.61E-22        0.00E+00
3617.39         4.64E-22        0.00E+00
3617.89         4.67E-22        0.00E+00
3618.38         4.70E-22        0.00E+00
3618.88         4.73E-22        0.00E+00
3619.37         4.76E-22        0.00E+00
3619.87         4.79E-22        0.00E+00
3620.36         4.70E-22        0.00E+00
3620.86         4.57E-22        0.00E+00
3621.36         4.43E-22        0.00E+00
3621.85         4.30E-22        0.00E+00
3622.35         4.17E-22        0.00E+00
3622.84         4.03E-22        0.00E+00
3623.34         3.90E-22        0.00E+00
3623.83         3.76E-22        0.00E+00
3624.33         3.63E-22        0.00E+00
3624.83         3.50E-22        0.00E+00
3625.32         3.36E-22        0.00E+00
3625.82         3.23E-22        0.00E+00
3626.31         3.10E-22        0.00E+00
3626.81         2.96E-22        0.00E+00
3627.30         2.83E-22        0.00E+00
3627.80         2.69E-22        0.00E+00
3628.29         2.56E-22        0.00E+00
3628.79         2.43E-22        0.00E+00
3629.29         2.29E-22        0.00E+00
3629.78         2.16E-22        0.00E+00
3630.28         2.14E-22        0.00E+00
3630.77         2.22E-22        0.00E+00
3631.27         2.30E-22        0.00E+00
3631.76         2.38E-22        0.00E+00
3632.26         2.46E-22        0.00E+00
3632.76         2.54E-22        0.00E+00
3633.25         2.62E-22        0.00E+00
3633.75         2.70E-22        0.00E+00
3634.24         2.78E-22        0.00E+00
3634.74         2.86E-22        0.00E+00
3635.23         2.94E-22        0.00E+00
3635.73         3.02E-22        0.00E+00
3636.22         3.10E-22        0.00E+00
3636.72         3.18E-22        0.00E+00
3637.22         3.25E-22        0.00E+00
3637.71         3.33E-22        0.00E+00
3638.21         3.41E-22        0.00E+00
3638.70         3.49E-22        0.00E+00
3639.20         3.57E-22        0.00E+00
3639.69         3.65E-22        0.00E+00
3640.19         3.65E-22        0.00E+00
3640.68         3.53E-22        0.00E+00
3641.18         3.40E-22        0.00E+00
3641.68         3.28E-22        0.00E+00
3642.17         3.16E-22        0.00E+00
3642.67         3.03E-22        0.00E+00
3643.16         2.91E-22        0.00E+00
3643.66         2.79E-22        0.00E+00
3644.15         2.66E-22        0.00E+00
3644.65         2.54E-22        0.00E+00
3645.15         2.41E-22        0.00E+00
3645.64         2.29E-22        0.00E+00
3646.14         2.17E-22        0.00E+00
3646.63         2.04E-22        0.00E+00
3647.13         1.92E-22        0.00E+00
3647.62         1.79E-22        0.00E+00
3648.12         1.67E-22        0.00E+00
3648.61         1.55E-22        0.00E+00
3649.11         1.42E-22        0.00E+00
3649.61         1.30E-22        0.00E+00
3650.10         1.22E-22        0.00E+00
3650.60         1.34E-22        0.00E+00
3651.09         1.46E-22        0.00E+00
3651.59         1.58E-22        0.00E+00
3652.08         1.70E-22        0.00E+00
3652.58         1.82E-22        0.00E+00
3653.08         1.94E-22        0.00E+00
3653.57         2.06E-22        0.00E+00
3654.07         2.18E-22        0.00E+00
3654.56         2.29E-22        0.00E+00
3655.06         2.41E-22        0.00E+00
3655.55         2.53E-22        0.00E+00
3656.05         2.65E-22        0.00E+00
3656.54         2.77E-22        0.00E+00
3657.04         2.89E-22        0.00E+00
3657.54         3.01E-22        0.00E+00
3658.03         3.13E-22        0.00E+00
3658.53         3.25E-22        0.00E+00
3659.02         3.37E-22        0.00E+00
3659.52         3.48E-22        0.00E+00
3660.01         3.60E-22        0.00E+00
3660.51         3.53E-22        0.00E+00
3661.00         3.47E-22        0.00E+00
3661.50         3.40E-22        0.00E+00
3662.00         3.34E-22        0.00E+00
3662.49         3.28E-22        0.00E+00
3662.99         3.21E-22        0.00E+00
3663.48         3.15E-22        0.00E+00
3663.98         3.08E-22        0.00E+00
3664.47         3.02E-22        0.00E+00
3664.97         2.95E-22        0.00E+00
3665.47         2.89E-22        0.00E+00
3665.96         2.83E-22        0.00E+00
3666.46         2.76E-22        0.00E+00
3666.95         2.70E-22        0.00E+00
3667.45         2.63E-22        0.00E+00
3667.94         2.57E-22        0.00E+00
3668.44         2.50E-22        0.00E+00
3668.93         2.44E-22        0.00E+00
3669.43         2.37E-22        0.00E+00
3669.93         2.31E-22        0.00E+00
3670.42         2.29E-22        0.00E+00
3670.92         2.27E-22        0.00E+00
3671.41         2.26E-22        0.00E+00
3671.91         2.24E-22        0.00E+00
3672.40         2.23E-22        0.00E+00
3672.90         2.21E-22        0.00E+00
3673.39         2.20E-22        0.00E+00
3673.89         2.18E-22        0.00E+00
3674.39         2.17E-22        0.00E+00
3674.88         2.15E-22        0.00E+00
3675.38         2.14E-22        0.00E+00
3675.87         2.12E-22        0.00E+00
3676.37         2.11E-22        0.00E+00
3676.86         2.09E-22        0.00E+00
3677.36         2.08E-22        0.00E+00
3677.86         2.06E-22        0.00E+00
3678.35         2.05E-22        0.00E+00
3678.85         2.03E-22        0.00E+00
3679.34         2.02E-22        0.00E+00
3679.84         2.00E-22        0.00E+00
3680.33         1.97E-22        0.00E+00
3680.83         1.93E-22        0.00E+00
3681.32         1.88E-22        0.00E+00
3681.82         1.84E-22        0.00E+00
3682.32         1.79E-22        0.00E+00
3682.81         1.75E-22        0.00E+00
3683.31         1.70E-22        0.00E+00
3683.80         1.66E-22        0.00E+00
3684.30         1.61E-22        0.00E+00
3684.79         1.57E-22        0.00E+00
3685.29         1.52E-22        0.00E+00
3685.79         1.48E-22        0.00E+00
3686.28         1.43E-22        0.00E+00
3686.78         1.39E-22        0.00E+00
3687.27         1.35E-22        0.00E+00
3687.77         1.30E-22        0.00E+00
3688.26         1.26E-22        0.00E+00
3688.76         1.21E-22        0.00E+00
3689.25         1.17E-22        0.00E+00
3689.75         1.12E-22        0.00E+00
3690.25         1.12E-22        0.00E+00
3690.74         1.15E-22        0.00E+00
3691.24         1.19E-22        0.00E+00
3691.73         1.22E-22        0.00E+00
3692.23         1.26E-22        0.00E+00
3692.72         1.29E-22        0.00E+00
3693.22         1.33E-22        0.00E+00
3693.71         1.36E-22        0.00E+00
3694.21         1.39E-22        0.00E+00
3694.71         1.43E-22        0.00E+00
3695.20         1.46E-22        0.00E+00
3695.70         1.50E-22        0.00E+00
3696.19         1.53E-22        0.00E+00
3696.69         1.57E-22        0.00E+00
3697.18         1.60E-22        0.00E+00
3697.68         1.64E-22        0.00E+00
3698.18         1.67E-22        0.00E+00
3698.67         1.71E-22        0.00E+00
3699.17         1.74E-22        0.00E+00
3699.66         1.78E-22        0.00E+00
3700.16         1.80E-22        0.00E+00
3700.65         1.80E-22        0.00E+00
3701.15         1.80E-22        0.00E+00
3701.64         1.80E-22        0.00E+00
3702.14         1.80E-22        0.00E+00
3702.64         1.80E-22        0.00E+00
3703.13         1.80E-22        0.00E+00
3703.63         1.80E-22        0.00E+00
3704.12         1.80E-22        0.00E+00
3704.62         1.80E-22        0.00E+00
3705.11         1.80E-22        0.00E+00
3705.61         1.80E-22        0.00E+00
3706.10         1.80E-22        0.00E+00
3706.60         1.80E-22        0.00E+00
3707.10         1.80E-22        0.00E+00
3707.59         1.80E-22        0.00E+00
3708.09         1.80E-22        0.00E+00
3708.58         1.80E-22        0.00E+00
3709.08         1.80E-22        0.00E+00
3709.57         1.80E-22        0.00E+00
3710.07         1.80E-22        0.00E+00
3710.57         1.81E-22        0.00E+00
3711.06         1.81E-22        0.00E+00
3711.56         1.81E-22        0.00E+00
3712.05         1.81E-22        0.00E+00
3712.55         1.81E-22        0.00E+00
3713.04         1.81E-22        0.00E+00
3713.54         1.81E-22        0.00E+00
3714.03         1.81E-22        0.00E+00
3714.53         1.81E-22        0.00E+00
3715.03         1.81E-22        0.00E+00
3715.52         1.81E-22        0.00E+00
3716.02         1.81E-22        0.00E+00
3716.51         1.81E-22        0.00E+00
3717.01         1.81E-22        0.00E+00
3717.50         1.81E-22        0.00E+00
3718.00         1.81E-22        0.00E+00
3718.50         1.81E-22        0.00E+00
3718.99         1.81E-22        0.00E+00
3719.49         1.81E-22        0.00E+00
3719.98         1.81E-22        0.00E+00
3720.48         1.81E-22        0.00E+00
3720.97         1.81E-22        0.00E+00
3721.47         1.81E-22        0.00E+00
3721.96         1.81E-22        0.00E+00
3722.46         1.81E-22        0.00E+00
3722.96         1.81E-22        0.00E+00
3723.45         1.81E-22        0.00E+00
3723.95         1.81E-22        0.00E+00
3724.44         1.81E-22        0.00E+00
3724.94         1.81E-22        0.00E+00
3725.43         1.81E-22        0.00E+00
3725.93         1.81E-22        0.00E+00
3726.42         1.81E-22        0.00E+00
3726.92         1.81E-22        0.00E+00
3727.42         1.81E-22        0.00E+00
3727.91         1.81E-22        0.00E+00
3728.41         1.81E-22        0.00E+00
3728.90         1.81E-22        0.00E+00
3729.40         1.81E-22        0.00E+00
3729.89         1.81E-22        0.00E+00
3730.39         1.81E-22        0.00E+00
3730.89         1.82E-22        0.00E+00
3731.38         1.82E-22        0.00E+00
3731.88         1.82E-22        0.00E+00
3732.37         1.82E-22        0.00E+00
3732.87         1.82E-22        0.00E+00
3733.36         1.82E-22        0.00E+00
3733.86         1.82E-22        0.00E+00
3734.35         1.82E-22        0.00E+00
3734.85         1.82E-22        0.00E+00
3735.35         1.82E-22        0.00E+00
3735.84         1.82E-22        0.00E+00
3736.34         1.82E-22        0.00E+00
3736.83         1.82E-22        0.00E+00
3737.33         1.82E-22        0.00E+00
3737.82         1.82E-22        0.00E+00
3738.32         1.82E-22        0.00E+00
3738.82         1.82E-22        0.00E+00
3739.31         1.82E-22        0.00E+00
3739.81         1.82E-22        0.00E+00
3740.30         1.82E-22        0.00E+00
3740.80         1.82E-22        0.00E+00
3741.29         1.82E-22        0.00E+00
3741.79         1.82E-22        0.00E+00
3742.28         1.82E-22        0.00E+00
3742.78         1.82E-22        0.00E+00
3743.28         1.82E-22        0.00E+00
3743.77         1.82E-22        0.00E+00
3744.27         1.82E-22        0.00E+00
3744.76         1.82E-22        0.00E+00
3745.26         1.82E-22        0.00E+00
3745.75         1.82E-22        0.00E+00
3746.25         1.82E-22        0.00E+00
3746.74         1.82E-22        0.00E+00
3747.24         1.82E-22        0.00E+00
3747.74         1.82E-22        0.00E+00
3748.23         1.82E-22        0.00E+00
3748.73         1.82E-22        0.00E+00
3749.22         1.82E-22        0.00E+00
3749.72         1.82E-22        0.00E+00
3750.21         1.82E-22        0.00E+00
3750.71         1.82E-22        0.00E+00
3751.21         1.82E-22        0.00E+00
3751.70         1.83E-22        0.00E+00
3752.20         1.83E-22        0.00E+00
3752.69         1.83E-22        0.00E+00
3753.19         1.83E-22        0.00E+00
3753.68         1.83E-22        0.00E+00
3754.18         1.83E-22        0.00E+00
3754.67         1.83E-22        0.00E+00
3755.17         1.83E-22        0.00E+00
3755.67         1.83E-22        0.00E+00
3756.16         1.83E-22        0.00E+00
3756.66         1.83E-22        0.00E+00
3757.15         1.83E-22        0.00E+00
3757.65         1.83E-22        0.00E+00
3758.14         1.83E-22        0.00E+00
3758.64         1.83E-22        0.00E+00
3759.13         1.83E-22        0.00E+00
3759.63         1.83E-22        0.00E+00
3760.13         1.83E-22        0.00E+00
3760.62         1.83E-22        0.00E+00
3761.12         1.83E-22        0.00E+00
3761.61         1.83E-22        0.00E+00
3762.11         1.83E-22        0.00E+00
3762.60         1.83E-22        0.00E+00
3763.10         1.83E-22        0.00E+00
3763.60         1.83E-22        0.00E+00
3764.09         1.83E-22        0.00E+00
3764.59         1.83E-22        0.00E+00
3765.08         1.83E-22        0.00E+00
3765.58         1.83E-22        0.00E+00
3766.07         1.83E-22        0.00E+00
3766.57         1.83E-22        0.00E+00
3767.06         1.83E-22        0.00E+00
3767.56         1.83E-22        0.00E+00
3768.06         1.83E-22        0.00E+00
3768.55         1.83E-22        0.00E+00
3769.05         1.83E-22        0.00E+00
3769.54         1.83E-22        0.00E+00
3770.04         1.83E-22        0.00E+00
3770.53         1.83E-22        0.00E+00
3771.03         1.83E-22        0.00E+00
3771.53         1.83E-22        0.00E+00
3772.02         1.84E-22        0.00E+00
3772.52         1.84E-22        0.00E+00
3773.01         1.84E-22        0.00E+00
3773.51         1.84E-22        0.00E+00
3774.00         1.84E-22        0.00E+00
3774.50         1.84E-22        0.00E+00
3774.99         1.84E-22        0.00E+00
3775.49         1.84E-22        0.00E+00
3775.99         1.84E-22        0.00E+00
3776.48         1.84E-22        0.00E+00
3776.98         1.84E-22        0.00E+00
3777.47         1.84E-22        0.00E+00
3777.97         1.84E-22        0.00E+00
3778.46         1.84E-22        0.00E+00
3778.96         1.84E-22        0.00E+00
3779.45         1.84E-22        0.00E+00
3779.95         1.84E-22        0.00E+00
3780.45         1.84E-22        0.00E+00
3780.94         1.84E-22        0.00E+00
3781.44         1.84E-22        0.00E+00
3781.93         1.84E-22        0.00E+00
3782.43         1.84E-22        0.00E+00
3782.92         1.84E-22        0.00E+00
3783.42         1.84E-22        0.00E+00
3783.92         1.84E-22        0.00E+00
3784.41         1.84E-22        0.00E+00
3784.91         1.84E-22        0.00E+00
3785.40         1.84E-22        0.00E+00
3785.90         1.84E-22        0.00E+00
3786.39         1.84E-22        0.00E+00
3786.89         1.84E-22        0.00E+00
3787.38         1.84E-22        0.00E+00
3787.88         1.84E-22        0.00E+00
3788.38         1.84E-22        0.00E+00
3788.87         1.84E-22        0.00E+00
3789.37         1.84E-22        0.00E+00
3789.86         1.84E-22        0.00E+00
3790.36         1.84E-22        0.00E+00
3790.85         1.84E-22        0.00E+00
3791.35         1.84E-22        0.00E+00
3791.85         1.84E-22        0.00E+00
3792.34         1.84E-22        0.00E+00
3792.84         1.85E-22        0.00E+00
3793.33         1.85E-22        0.00E+00
3793.83         1.85E-22        0.00E+00
3794.32         1.85E-22        0.00E+00
3794.82         1.85E-22        0.00E+00
3795.31         1.85E-22        0.00E+00
3795.81         1.85E-22        0.00E+00
3796.31         1.85E-22        0.00E+00
3796.80         1.85E-22        0.00E+00
3797.30         1.85E-22        0.00E+00
3797.79         1.85E-22        0.00E+00
3798.29         1.85E-22        0.00E+00
3798.78         1.85E-22        0.00E+00
3799.28         1.85E-22        0.00E+00
3799.77         1.85E-22        0.00E+00
3800.27         1.85E-22        0.00E+00
3800.77         1.85E-22        0.00E+00
3801.26         1.85E-22        0.00E+00
3801.76         1.85E-22        0.00E+00
3802.25         1.85E-22        0.00E+00
3802.75         1.85E-22        0.00E+00
3803.24         1.85E-22        0.00E+00
3803.74         1.85E-22        0.00E+00
3804.24         1.85E-22        0.00E+00
3804.73         1.85E-22        0.00E+00
3805.23         1.85E-22        0.00E+00
3805.72         1.85E-22        0.00E+00
3806.22         1.85E-22        0.00E+00
3806.71         1.85E-22        0.00E+00
3807.21         1.85E-22        0.00E+00
3807.70         1.85E-22        0.00E+00
3808.20         1.85E-22        0.00E+00
3808.70         1.85E-22        0.00E+00
3809.19         1.85E-22        0.00E+00
3809.69         1.85E-22        0.00E+00
3810.18         1.85E-22        0.00E+00
3810.68         1.85E-22        0.00E+00
3811.17         1.85E-22        0.00E+00
3811.67         1.85E-22        0.00E+00
3812.16         1.85E-22        0.00E+00
3812.66         1.85E-22        0.00E+00
3813.16         1.86E-22        0.00E+00
3813.65         1.86E-22        0.00E+00
3814.15         1.86E-22        0.00E+00
3814.64         1.86E-22        0.00E+00
3815.14         1.86E-22        0.00E+00
3815.63         1.86E-22        0.00E+00
3816.13         1.86E-22        0.00E+00
3816.63         1.86E-22        0.00E+00
